           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      -0.37296394      0.043962765       0.41641834      -0.01247029       0.01876596     0.0089644426
              -75             -105            -22.4       -1.3268449      0.048858806        0.5851748      0.062336966      0.041225936      0.022188626
              -45             -105            -22.4       -2.6020014       -0.2157795       0.62670094       0.17887305       0.02609355      0.012099695
              -15             -105            -22.4       -3.4032693      -0.45554391      0.041218527    -0.0016557658    0.00018134969     0.0096470071
               15             -105            -22.4       -2.6802368      -0.15407328      -0.58938038      -0.20628233     -0.031144721     -0.014169429
               45             -105            -22.4        -1.465214       0.17840478      -0.55192143     -0.095353536      -0.02872815     -0.018734619
               75             -105            -22.4      -0.63506854       0.21118279      -0.33995306      0.019912986     -0.027697271     -0.020982653
              105             -105            -22.4      -0.16359925      0.081158891      -0.20223823       0.04871035     -0.013050175    -0.0084799733
             -105              -75            -22.4      -0.31106582      0.035109356        1.1748852     -0.076458633     -0.001738347    -0.0092384135
              -75              -75            -22.4        -1.195797     -0.075227484        1.8440336       0.29421431     0.0055275606     -0.033503979
              -45              -75            -22.4       -3.1349585      -0.92301393        2.5612063        0.9553954     -0.013243039      -0.14956242
              -15              -75            -22.4       -5.5197167       -2.0678329      0.022089314     -0.060890552    -0.0090843486     -0.012830298
               15              -75            -22.4       -3.1224611      -0.80850101        -2.475678       -1.0598301     0.0038910329        0.1273044
               45              -75            -22.4       -1.2901989      0.041469734       -1.7004356       -0.3789199      0.019587442      0.040217578
               75              -75            -22.4      -0.51814079       0.17749578      -0.94638181      0.074439436    -0.0015032219     0.0032618707
              105              -75            -22.4      -0.14161509      0.076089241      -0.55524415       0.18942529   -0.00078962964     0.0015623897
             -105              -45            -22.4     -0.065756746        0.0388759        1.5932494       -0.1356751     0.0062494362     -0.015723526
              -75              -45            -22.4      -0.19121528      0.058239341        2.6982687       0.56127107    -0.0026916945     -0.090594955
              -45              -45            -22.4      -0.38417488    -0.0015426683         4.837255        2.5003667      -0.13175781      -0.60327297
              -15              -45            -22.4      -0.47729477        1.2745917      0.070853092     -0.080533154      0.029642168     -0.046564385
               15              -45            -22.4      -0.24101195       0.11399408       -4.6966944       -2.6267242      0.026260667         0.512604
               45              -45            -22.4      -0.19499882       0.15460971       -2.3883746      -0.63710022    -0.0060533518      0.061357029
               75              -45            -22.4      -0.11662731       0.13023023       -1.2645137       0.12853299   -6.6590481e-05     0.0096896067
              105              -45            -22.4     -0.033710573      0.050378852      -0.74924713       0.30172473    7.7127697e-05    0.00061241863
             -105              -15            -22.4        0.1849241      0.055450991        1.4342222      -0.24050012      0.008007165     0.0013186953
              -75              -15            -22.4       0.79721278       0.29733211         2.073072       0.21946859     -0.003031072     -0.038641296
              -45              -15            -22.4        2.4623802        1.3817189        2.6581612        1.2537014    -0.0060308697      -0.18062763
              -15              -15            -22.4        4.4941344         3.259552      0.024793118      -0.11530847      0.034695026      0.056802843
               15              -15            -22.4        2.4799504        1.4057274       -2.6042912       -1.4639022      0.048110768       0.23192884
               45              -15            -22.4       0.83206296       0.29753968        -1.881014      -0.35501134      -0.01223536      0.037422895
               75              -15            -22.4       0.27314138      0.066208161       -1.1287881       0.21802634     0.0013446009     0.0055957106
              105              -15            -22.4      0.063800223      0.016030656      -0.71157116       0.35952771    -0.0055634216    0.00065830431
