           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4     0.0006588056   -0.00049313804      0.000157216   -0.00022307099   -0.00038022769      0.001756757
              -75             -105            -22.4     0.0013402335   -0.00092312356    0.00050918525   -0.00035350499   -0.00065766217     0.0029935199
              -45             -105            -22.4     0.0029586256    -0.0019439172     0.0013319211   -0.00055328355    -0.0018109761     0.0051747495
              -15             -105            -22.4      0.007229541    -0.0055986256     0.0037679025    -0.0013888034    -0.0051844353     0.0093172193
               15             -105            -22.4       0.02139074     -0.019367283      0.013128815    -0.0075967447     -0.013475173      0.016171241
               45             -105            -22.4      0.060426258     -0.066354729      0.068741247     -0.066037625     -0.019543264      0.012409409
               75             -105            -22.4    -0.0009292434    -0.0022060205       0.20043519      -0.22797804      0.054216366     -0.078641504
              105             -105            -22.4     -0.064517066      0.065361314       0.06164667     -0.062140048    -0.0092570214      0.014940074
             -105              -75            -22.4     0.0007399774   -0.00066991732     3.757119e-05   -9.5944655e-05    -0.0003644785      0.002224813
              -75              -75            -22.4     0.0015818783    -0.0012844207    0.00021942929   -5.4482487e-05    -0.0011145994      0.003951103
              -45              -75            -22.4     0.0035527968    -0.0025408675    0.00057605677    8.6209737e-05    -0.0037499876      0.006222107
              -15              -75            -22.4      0.009364631    -0.0073389309      0.001134974    0.00063312065     -0.010448648     0.0088566616
               15              -75            -22.4      0.034654941     -0.032908969     0.0021600481     0.0013022822     -0.023558034     0.0087766219
               45              -75            -22.4       0.16795412      -0.19790611     0.0018388797     0.0013202825      0.046299882      -0.10906581
               75              -75            -22.4     -0.040774118      0.038926318     -0.030684538      0.033961602       0.60345387      -0.83952117
              105              -75            -22.4       -0.1707021       0.19067363    -0.0011693407    -0.0008175468      0.042163894     -0.062723912
             -105              -45            -22.4    0.00072638923   -0.00067726267   -8.6995278e-05    3.7425096e-05   -0.00033124263     0.0023253916
              -75              -45            -22.4     0.0015689847    -0.0011841634   -0.00015715307    0.00017076716    -0.0012247014     0.0042615104
              -45              -45            -22.4     0.0033425086    -0.0022415053   -0.00045581849    0.00060904032    -0.0041308142     0.0063245031
              -15              -45            -22.4     0.0076803649    -0.0055821161    -0.0020758247     0.0022083686     -0.011007917     0.0085884463
               15              -45            -22.4       0.02066672     -0.018367715     -0.009695109     0.0093149832     -0.023525013     0.0083488077
               45              -45            -22.4      0.059045181      -0.06430766     -0.056824945      0.061509952       -0.0288794     -0.012445585
               75              -45            -22.4     0.0015228912    -0.0079157026      -0.16759528       0.19514436       0.02016386     -0.074875042
              105              -45            -22.4     -0.061652012       0.05809534     -0.055194855      0.059351612     -0.010014989     0.0021279752
             -105              -15            -22.4    0.00060556887   -0.00058809121   -0.00019421024     0.0001283319    -0.0002531276     0.0021649178
              -75              -15            -22.4     0.0012062924   -0.00094320596   -0.00042799607    0.00033202893   -0.00084677082     0.0039901785
              -45              -15            -22.4     0.0023698402    -0.0012542454    -0.0010758308    0.00068243919    -0.0030606114     0.0058948481
              -15              -15            -22.4     0.0043332982    -0.0026923774    -0.0028024584     0.0019936748    -0.0077398997     0.0077607632
               15              -15            -22.4     0.0075190165    -0.0055308295    -0.0076930192     0.0057996381     -0.015446195      0.008607652
               45              -15            -22.4     0.0092386799    -0.0085351458     -0.020328823      0.016691422     -0.024467967     0.0089664068
               75              -15            -22.4    -0.0017717837    -0.0011585907     -0.033271622      0.029264404     -0.022617126     0.0073102489
              105              -15            -22.4     -0.013392668     0.0071363249     -0.020520551      0.017748846     -0.013056064      0.015258865
             -105               15            -22.4    0.00041312425   -0.00048745962   -0.00022545981    0.00017064583   -0.00014350712     0.0018745098
              -75               15            -22.4    0.00080913026   -0.00065242173   -0.00048505235    0.00035412383   -0.00035064967     0.0034141995
              -45               15            -22.4     0.0014433234   -0.00076181151    -0.0010768538    0.00062378857     -0.001549341     0.0049832626
              -15               15            -22.4     0.0021522241    -0.0010492952    -0.0022130348     0.0012273962    -0.0040338356     0.0064685168
               15               15            -22.4     0.0026100827    -0.0013470821    -0.0042814645     0.0023699484    -0.0077523664     0.0076802252
               45               15            -22.4     0.0017529945    -0.0015806034    -0.0073179742     0.0049102381     -0.010759026     0.0082284082
               75               15            -22.4    -0.0012127341   -0.00040248863    -0.0090629756     0.0063072117     -0.010377816     0.0083696302
              105               15            -22.4    -0.0036624214     0.0010960127    -0.0067504891      0.004745543    -0.0051109381     0.0090844426
             -105               45            -22.4     0.0002349517   -0.00037007284   -0.00018863806    0.00018473894   -9.3890165e-05     0.0015238159
              -75               45            -22.4    0.00045820899   -0.00044285663   -0.00039513939    0.00033421349    4.9194401e-05     0.0027163723
              -45               45            -22.4    0.00076430902   -0.00047905839   -0.00079555839    0.00055009552    -0.0004188318     0.0038506484
              -15               45            -22.4     0.0010014857   -0.00049104809    -0.0014511087    0.00083248504    -0.0015384776     0.0049296836
               15               45            -22.4    0.00095850404   -0.00047409075    -0.0023662918     0.0013057935    -0.0029932654     0.0058444138
               45               45            -22.4    0.00041409902   -0.00028130712    -0.0031746072     0.0017705142    -0.0040270882     0.0061676018
               75               45            -22.4   -0.00061929831   -1.6359691e-06    -0.0033967267     0.0022174218    -0.0036232919     0.0060761273
              105               45            -22.4    -0.0013128051    0.00049914571    -0.0027701475     0.0016805809    -0.0018064333     0.0052437903
             -105               75            -22.4    0.00011325054   -0.00024814942   -0.00012156935    0.00016901238   -0.00010942601     0.0011743656
              -75               75            -22.4    0.00021760431   -0.00030423823   -0.00023403578      0.000334329    0.00015399563     0.0019891309
              -45               75            -22.4    0.00036728979   -0.00027969139   -0.00047175112    0.00046963786    5.6962243e-05     0.0027031768
              -15               75            -22.4    0.00045997239   -0.00022974766     -0.000825967    0.00062654924   -0.00031007902     0.0033905159
               15               75            -22.4    0.00037723681   -0.00015835461    -0.0012216393    0.00078348367   -0.00082930143     0.0039644549
               45               75            -22.4    0.00011531863   -4.5074295e-05    -0.0014652759     0.0011069304    -0.0011605384     0.0041928603
               75               75            -22.4   -0.00024689507     0.0001626576    -0.0014868715    0.00097588764    -0.0010616631     0.0038943626
              105               75            -22.4   -0.00048300365    0.00034273395    -0.0012257865    0.00079391088   -0.00063159055      0.003025484
             -105              105            -22.4    6.0550119e-05   -0.00012536702   -7.3567811e-05    0.00014123604   -0.00021617123    0.00080926047
              -75              105            -22.4     0.0001040457   -0.00014145582   -0.00012457801    0.00025862639   -0.00010228444     0.0011712404
              -45              105            -22.4    0.00016833559   -0.00013787152   -0.00024322541    0.00036816834   -9.2612536e-05     0.0015219657
              -15              105            -22.4    0.00019709051   -0.00011545609   -0.00041069233    0.00047892448   -0.00014058086     0.0018723777
               15              105            -22.4    0.00015709101   -6.2269115e-05   -0.00058147928    0.00055320881   -0.00023219918     0.0021657126
               45              105            -22.4     5.621864e-05    2.1139715e-05   -0.00069973012    0.00059063698   -0.00032801641     0.0023182612
               75              105            -22.4   -6.5345928e-05    0.00012720381   -0.00069163594    0.00058001315   -0.00035549956     0.0022593299
              105              105            -22.4    -0.0001731907    0.00022380095    -0.0006108192    0.00038871419   -0.00037143912     0.0017941891
