           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4     -0.031192932      0.030456573       0.14654726       0.13799664       0.16166832      0.086315572
              -75             -105            -22.4       -0.3619411      -0.19598202       0.56755364       0.46695274       0.42007533       0.19092754
              -45             -105            -22.4       -1.7022114       -1.1663489        2.2853808        1.8385307       0.92811018      0.047778644
              -15             -105            -22.4       -3.9708683       -1.0932316      -0.13537405      -0.05706409        0.0253883      -0.12524188
               15             -105            -22.4       -1.5950861       -1.0557282       -2.1941056       -1.7606391      -0.96566784     -0.082473561
               45             -105            -22.4      -0.33691505      -0.17255062      -0.60748631      -0.49203092       -0.4207522      -0.19168395
               75             -105            -22.4     -0.021157974      0.047459517      -0.14946873      -0.12374475      -0.14528671     -0.078295089
              105             -105            -22.4      0.022682015      0.053306498     -0.020618033     -0.047022607     -0.058296293     -0.030559398
             -105              -75            -22.4      0.016629241      0.052357517       0.28647125       0.17611931       0.06789849      0.017530778
              -75              -75            -22.4       0.16808604       0.20805387       0.80714685       0.56045198       0.11922603    -0.0011078311
              -45              -75            -22.4        1.0938494        1.0361791        1.6571982        1.3968524       0.14104018      -0.13838869
              -15              -75            -22.4        2.7437191        2.8594832     -0.028353263      -0.03619438     0.0030596482     0.0040518055
               15              -75            -22.4        1.0325089       0.97294986       -1.6599123       -1.3799721      -0.10742147       0.15823086
               45              -75            -22.4       0.16494802       0.20410331      -0.82333207      -0.57444143      -0.10503237     0.0037209198
               75              -75            -22.4      0.031899668       0.07395722      -0.28382123      -0.17413896     -0.049260084    -0.0078255441
              105              -75            -22.4     0.0092300577      0.033541966      -0.04731546     -0.046840496     -0.025950983    -0.0058880397
             -105              -45            -22.4      0.072437294      0.062170573       0.21450782      0.096302547      0.033174451     0.0057861237
              -75              -45            -22.4       0.33087733       0.23830901       0.45169595        0.2368862      0.038097903    -0.0012391105
              -45              -45            -22.4       0.85672224        0.6500805       0.53960556       0.36491099       0.03118684     -0.018130295
              -15              -45            -22.4        1.2571762       0.98654109       0.00486839     0.0081927413     0.0016090887    -0.0021745311
               15              -45            -22.4       0.85156667        0.6371789      -0.55043226      -0.36227769      -0.02228733      0.017573163
               45              -45            -22.4       0.33500254        0.2363513      -0.45777255      -0.25099105     -0.024422366      0.006075806
               75              -45            -22.4       0.10705003      0.083718672      -0.20774943      -0.10037159     -0.015677091     0.0017542299
              105              -45            -22.4      0.024533099      0.029433325     -0.028855432      -0.02438616     -0.012969223    -0.0012622732
             -105              -15            -22.4      0.067206979       0.04147502      0.078071252      0.023169249      0.017119735     0.0040279087
              -75              -15            -22.4       0.24011287       0.12265737       0.17557725      0.068319239      0.010470584    -0.0013093572
