           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      -0.05308808      0.011947661      0.022342574     -0.062640183     -0.014180567    -0.0074058678
              -75             -105            -22.4      -0.12899488      0.085523181       0.01935724      -0.04963965    -0.0052514593    9.1606096e-05
              -45             -105            -22.4      -0.15129364       0.14072242    -0.0089065181     -0.029991008    -0.0031729103    0.00075800356
              -15             -105            -22.4      -0.11360515       0.15990499     -0.029972428    -0.0082747601    -0.0025347751     2.794707e-05
               15             -105            -22.4     -0.053501561       0.14250739     -0.032671951      0.008223447    -0.0032216243    -0.0016012588
               45             -105            -22.4    -0.0054351753       0.10369339      -0.02148029      0.016171375    -0.0026842318    -0.0014689388
               75             -105            -22.4      0.016688809      0.059637103    -0.0065893731       0.01697614      -0.00219083    -0.0010790338
              105             -105            -22.4      0.010887208      0.019804675     0.0070895813      0.014300562   -0.00037926435    0.00010644196
             -105              -75            -22.4      -0.13876109     0.0011770404       0.15365587      -0.14902046      -0.03362019     -0.020417493
              -75              -75            -22.4      -0.33389282      0.061746076      0.088601619      -0.13123623     -0.012233429    -0.0042117541
              -45              -75            -22.4      -0.36757335       0.12573346     -0.040797278      -0.08010976    -0.0033351711   -0.00036087149
              -15              -75            -22.4      -0.27645919       0.15715046      -0.11922165     -0.014645793    -0.0008512382    0.00021839581
               15              -75            -22.4      -0.15421501       0.14789978      -0.11827956      0.036744546     -0.000850674    0.00026837183
               45              -75            -22.4     -0.062590502       0.10798961     -0.074351333      0.058279157   -0.00072135101    0.00011846498
               75              -75            -22.4     -0.015559508      0.062108655     -0.024767317      0.059462756   -0.00042871013   -2.4647481e-05
              105              -75            -22.4     -0.000879017      0.019861264      0.013643007      0.051820278     0.0008553596    0.00080857833
             -105              -45            -22.4      -0.34752679     -0.079977438         0.515661      -0.18092418     -0.070241883     -0.052537546
              -75              -45            -22.4       -0.8040601       -0.1068355       0.23587877      -0.20616262     -0.020911017     -0.011726966
              -45              -45            -22.4      -0.81837946     -0.022813585      -0.14470658      -0.15992664    -0.0068455604     0.0016046424
              -15              -45            -22.4      -0.54686475      0.080571108      -0.31479302     -0.048677392   -0.00043666424     0.0033632098
               15              -45            -22.4      -0.28909594       0.11164163      -0.27831393       0.05150035     0.0019257537   -0.00014624593
               45              -45            -22.4       -0.1277501      0.091540568      -0.16809583      0.098604217    0.00047697994    1.9081112e-05
               75              -45            -22.4     -0.045853972      0.053776592     -0.065278091       0.10278229    0.00019770089    0.00015217163
              105              -45            -22.4     -0.010531701      0.016299613     0.0015704538      0.090003312      0.001043982    0.00066020578
             -105              -15            -22.4      -0.86085725      -0.38823634        1.4581817      0.062033065      -0.13486326      -0.11898297
              -75              -15            -22.4        -1.925385      -0.76127362       0.54703546      -0.20511183     -0.027768444    -0.0057006637
              -45              -15            -22.4       -1.5878569       -0.4855231      -0.54891109       -0.3888396     0.0078683225      0.019590452
              -15              -15            -22.4       -0.8569867      -0.12696555      -0.76728868      -0.19379406     0.0034597726     0.0080825705
               15              -15            -22.4      -0.38603985      0.019917799      -0.54811078      0.024190733     0.0014850999     0.0018110567
               45              -15            -22.4       -0.1611618      0.042729963      -0.30395621       0.12152633     0.0011172153     0.0011772508
               75              -15            -22.4      -0.05955049       0.02811096      -0.12435846       0.13375741    0.00025005577   -0.00037668482
              105              -15            -22.4     -0.014475308      0.007225072     -0.023760732       0.11885614    0.00063364854    0.00069855299
             -105               15            -22.4       -1.6536373       -1.0238097        3.7779832        1.2047726      -0.17762372      -0.29201302
              -75               15            -22.4       -4.2094269       -2.3617482       0.93457669      -0.10709928       -0.1041718     -0.076917872
              -45               15            -22.4       -2.3560963       -1.3096704       -2.0075657       -1.2593585      0.078570873        0.1655681
              -15               15            -22.4      -0.81015605      -0.36998007       -1.5307081      -0.55645955     0.0043623373      0.033938214
               15               15            -22.4      -0.29030287     -0.096112251      -0.86807179     -0.063246056   -0.00094849378     0.0076924344
               45               15            -22.4      -0.10986107     -0.030861249      -0.44013911       0.11139057     0.0010869873     0.0012096737
               75               15            -22.4      -0.03934215     -0.013797849      -0.17981383       0.14126883    0.00045231316   -0.00054034189
              105               15            -22.4     -0.010926825    -0.0064119231      -0.04883403       0.12723291   -3.7514819e-06   -0.00033067461
             -105               45            -22.4    -0.0098702367       -0.2025447        6.4909053         3.246424      0.014219091      -0.63782316
              -75               45            -22.4      0.097539648        1.0867908       0.86579651      -0.13039714     -0.011368794       0.13298047
              -45               45            -22.4      0.086653441      -0.41506419       -4.1161356        -2.818352    -0.0020183863       0.51480085
              -15               45            -22.4       0.12825026      -0.22424681       -2.0597601      -0.93605232     0.0052287523      0.060934234
               15               45            -22.4      0.069312662      -0.15268949       -1.0148093      -0.15766174     0.0058083027     0.0098014986
               45               45            -22.4      0.029415531      -0.10148303      -0.47760996        0.0750954     0.0016229821    0.00091981021
               75               45            -22.4     0.0071596489     -0.059357971      -0.19405028       0.11999512    0.00025195576   -0.00034962856
              105               45            -22.4   -0.00089260319     -0.021564158      -0.05802422       0.10948376   -0.00029301611    -0.0015318174
             -105               75            -22.4        1.6335008       0.90655017        3.5913239        1.9067116      0.098528542      -0.18355098
              -75               75            -22.4        4.4581966        2.9804068       0.67710376      -0.12178344       0.14128777       0.15374133
              -45               75            -22.4         2.679389         1.107929       -2.0281541       -1.6275492      0.022586713        0.1979802
              -15               75            -22.4        1.0784124      0.038102534        -1.430979      -0.68137246     0.0069207503      0.042681508
               15               75            -22.4       0.44102046      -0.16326082      -0.75423282      -0.14001176     0.0072363177      0.010870397
               45               75            -22.4       0.16291289      -0.15214229      -0.36042473      0.036836315     0.0076361233     0.0023565826
               75               75            -22.4      0.047318451     -0.093626641      -0.14799751       0.07236056     0.0022945818   -5.7320212e-05
              105               75            -22.4      0.006575203     -0.034226939     -0.042781137      0.066342831     0.0001041353    -0.0022212295
             -105              105            -22.4        1.0626981       0.52821565       0.87720352       0.36904663       0.10576666      0.040850807
              -75              105            -22.4        2.4641008        1.0660385       0.24624163     -0.029901847      0.031860795      0.011136374
              -45              105            -22.4        2.1501834       0.58016109      -0.42119539      -0.34644428      0.048741579      0.060297757
              -15              105            -22.4         1.217942      0.037052654      -0.44298604      -0.20963219      0.042692307      0.041152108
               15              105            -22.4       0.54443914      -0.16515571      -0.26744542     -0.059724748      0.028315034      0.021531936
               45              105            -22.4       0.19528939      -0.16523233       -0.1335984     0.0015224507      0.016562469      0.011604599
               75              105            -22.4      0.047299661      -0.10515681     -0.056607634      0.016631195     0.0086493548     0.0045244191
              105              105            -22.4   -0.00076922262      -0.04071207     -0.016604325      0.012921486     0.0032897617      0.001016962
