           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4     0.0018930153   -0.00081966777     0.0021746876     -0.000909494     0.0015932773     0.0034784698
              -75             -105            -22.4     0.0020613216   -0.00092288596     0.0040129586    -0.0016897692    0.00054142927     0.0049890075
              -45             -105            -22.4     0.0015421498   -0.00065178087     0.0059145349    -0.0022927376   -0.00049211353     0.0062047415
              -15             -105            -22.4    0.00021351833   -9.7152137e-05     0.0067051863    -0.0028761989   -0.00088245154     0.0068007563
               15             -105            -22.4    -0.0012145508    0.00056254887     0.0062341262    -0.0025812387   -0.00052659132       0.00639812
               45             -105            -22.4    -0.0018735119    0.00088874361     0.0044773901    -0.0019045393    0.00028845112     0.0052625393
               75             -105            -22.4    -0.0018371365    0.00086368481     0.0027510363    -0.0012192477     0.0011163889     0.0038295402
              105             -105            -22.4    -0.0014213638    0.00068608753     0.0013704747   -0.00062626024     0.0016762558      0.002416708
             -105              -75            -22.4     0.0040827203    -0.0016251456     0.0030670713    -0.0012985626    0.00024713296     0.0055596884
              -75              -75            -22.4     0.0050542476    -0.0025638056     0.0067106648    -0.0034731922    -0.0071161627     0.0083207367
              -45              -75            -22.4     0.0039404356    -0.0023461925      0.011137103    -0.0062664971     -0.013392379      0.010897362
              -15              -75            -22.4    0.00031172051   -9.7409873e-05       0.01385867    -0.0079326537     -0.016400231      0.012168466
               15              -75            -22.4     -0.003505914     0.0021018186      0.011436234    -0.0064915633     -0.014162553      0.011856375
               45              -75            -22.4    -0.0044946913     0.0021973453     0.0070944242    -0.0031990388    -0.0089524006     0.0098339189
               75              -75            -22.4    -0.0039201551     0.0017741262     0.0038362218    -0.0016181024    -0.0035106766     0.0068750395
              105              -75            -22.4    -0.0027771364     0.0012439622     0.0017228104   -0.00072646525     0.0011525563     0.0038227951
             -105              -45            -22.4     0.0072498545    -0.0032105604     0.0037103673    -0.0017624677    -0.0018544846     0.0080245491
              -75              -45            -22.4       0.01173375    -0.0075403918      0.010480573    -0.0067677666      -0.01764355      0.011696345
              -45              -45            -22.4      0.014170211     -0.011191249      0.025827033      -0.02082153     -0.032623097      0.014210284
              -15              -45            -22.4     0.0003891658   -8.6604865e-05      0.040182922      -0.03326324     -0.038639944       0.01502097
               15              -45            -22.4     -0.013297571      0.010259219      0.026056569     -0.019914083       -0.0341895      0.015399562
