           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4    0.00015745153   -0.00052942906      0.002797561    -0.0024292122    -0.0027774626     0.0043328623
              -75             -105            -22.4   -0.00053222344    0.00031961713      0.002305401    -0.0029267508    -0.0026430953     0.0046507507
              -45             -105            -22.4   -0.00074420206    0.00070271286     0.0014102336     -0.002113946    -0.0021900334     0.0040153307
              -15             -105            -22.4   -0.00065017008    0.00077874068    0.00069125422    -0.0014653327    -0.0015263839     0.0031205332
               15             -105            -22.4    -0.0004264208    0.00065181922    0.00022262589   -0.00095069042    -0.0010491785     0.0022547154
               45             -105            -22.4   -0.00021339742     0.0005018395    -1.082772e-05   -0.00062127301   -0.00075303385     0.0016108348
               75             -105            -22.4   -5.3826421e-05    0.00036106966   -7.6044336e-05   -0.00038597392   -0.00062461384     0.0011321952
              105             -105            -22.4    1.0407384e-05    0.00025875517   -5.6299508e-05   -0.00020921226   -0.00067134056     0.0007458927
             -105              -75            -22.4     0.0010313699   -0.00015579553     0.0081936149      -0.00691103    -0.0059331041     0.0089402143
              -75              -75            -22.4    -0.0017239357     0.0026615974     0.0063903606    -0.0075723445     -0.005729299     0.0084523987
              -45              -75            -22.4    -0.0020005598     0.0027061417     0.0032356738    -0.0043748496    -0.0040368475      0.007039214
              -15              -75            -22.4     -0.001413891     0.0019484077     0.0013041139    -0.0021842446    -0.0021637005     0.0053855409
               15              -75            -22.4   -0.00077757548     0.0013189438    0.00040561627    -0.0011863137   -0.00076038088     0.0039902027
               45              -75            -22.4   -0.00031717433    0.00082221912    4.2527325e-05   -0.00063798937   -0.00019343042     0.0028062982
               75              -75            -22.4   -3.0418125e-05    0.00058134523   -7.5230972e-05   -0.00037489328   -0.00016775094     0.0019354138
              105              -75            -22.4    7.6340039e-05    0.00040586703   -6.1509709e-05   -0.00019643678   -0.00060995074      0.001121683
             -105              -45            -22.4     0.0031813423     0.0019681137       0.03304559     -0.030588735     -0.010597296      0.016151262
              -75              -45            -22.4    -0.0082401186      0.012208083       0.02029831       -0.0224839     -0.013101451      0.012914969
              -45              -45            -22.4    -0.0066772033     0.0089191208     0.0073976242    -0.0085512577    -0.0094169164      0.010089086
              -15              -45            -22.4    -0.0031852541     0.0041308189     0.0021808639    -0.0027353202    -0.0043221433     0.0073495968
               15              -45            -22.4    -0.0014466264     0.0020679452    0.00062981015    -0.0010613815    -0.0013457877     0.0051744776
               45              -45            -22.4   -0.00054594193     0.0011763065    0.00013332115   -0.00052095024   -9.0301655e-05     0.0035931561
               75              -45            -22.4   -6.0566017e-05    0.00077844027   -2.1102631e-05   -0.00028224953     5.251827e-05     0.0024260017
              105              -45            -22.4     9.679464e-05     0.0005217992   -3.3636257e-05   -0.00013836664   -0.00061685668     0.0013380327
             -105              -15            -22.4     0.0020956169       0.01533946       0.18241677      -0.21142989      0.052559387     -0.056441478
              -75              -15            -22.4     -0.059325807      0.077167153      0.063968629      -0.07418137     -0.016385283    0.00069412868
              -45              -15            -22.4     -0.019289335      0.022628751      0.010613025       -0.0108541     -0.016096368      0.011534104
              -15              -15            -22.4    -0.0060570375      0.007140812     0.0020610108     -0.002148038    -0.0072052339      0.008695663
               15              -15            -22.4    -0.0022255725     0.0027873921    0.00053509086   -0.00063553185    -0.0022445081     0.0060079629
               45              -15            -22.4   -0.00077541958     0.0015195957    0.00013352522   -0.00025615154   -0.00025343598     0.0041247825
               75              -15            -22.4   -0.00011821607    0.00089408504    1.8960629e-05   -0.00011898742    7.7341218e-05     0.0027119531
              105              -15            -22.4     9.768732e-05    0.00059001037   -1.0029038e-05   -6.1071594e-05    -0.0006294655     0.0014744335
             -105               15            -22.4     0.0033868859      0.030389868      0.023345938     -0.026837874       0.73441148      -0.90911704
              -75               15            -22.4      -0.18082644       0.22642538     0.0038531963    -0.0033490453      0.059623696     -0.097754747
              -45               15            -22.4     -0.033832811      0.037591666    0.00061723986    8.6099724e-05     -0.017308651      0.009880879
              -15               15            -22.4    -0.0077820458     0.0083608441   -8.4058571e-05    0.00025326511    -0.0085861478     0.0090114577
               15               15            -22.4    -0.0025474643     0.0030646536    2.1774991e-05    0.00017815545    -0.0026866789     0.0062665693
               45               15            -22.4   -0.00089321064     0.0015945006     1.888461e-05    0.00012326325    -0.0004451471     0.0042673973
               75               15            -22.4   -0.00015318047    0.00092775625    1.6597976e-05    7.4268763e-05    3.4849963e-06     0.0027663575
              105               15            -22.4    8.8705536e-05     0.0005969684    8.7443104e-06    3.7610684e-05   -0.00064025697     0.0015064362
