           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      0.029673683     -0.014863865     -0.033354003     -0.018696565    -0.0054666214   -0.00053765683
              -75             -105            -22.4      0.077705815     -0.021509241     -0.021261288    -0.0061969552    -0.0021032311     0.0004928314
              -45             -105            -22.4        0.1041702     -0.030487189    -0.0097124465    -0.0034121396     -0.001271603    0.00036690032
              -15             -105            -22.4       0.11123558     -0.036244076   -0.00064113498    -0.0040532472    -0.0012637202    0.00020916303
               15             -105            -22.4       0.10353535      -0.03509612     0.0060182265    -0.0060560605    -0.0013910068    0.00044049049
               45             -105            -22.4      0.084650829     -0.026969278      0.011127608    -0.0078697409    -0.0012957633    0.00055734633
               75             -105            -22.4      0.057324547     -0.014686218       0.01573818    -0.0074736774   -0.00096518919    0.00030578763
              105             -105            -22.4      0.021322217    -0.0035119639      0.020452881    -0.0020612977   -7.5770222e-06   -0.00014435357
             -105              -75            -22.4      0.023122646     -0.017984623     -0.092388406      -0.02191963     -0.010612818    -0.0029982908
              -75              -75            -22.4      0.061525039     -0.031716771     -0.058718111    -0.0011949403      -0.00453034   -0.00011340337
              -45              -75            -22.4       0.08424224     -0.042672001     -0.026406193     0.0017969036    -0.0016638614    0.00077748747
              -15              -75            -22.4      0.090888649     -0.048155025   -0.00080611667    -0.0043380838   -0.00079096423     0.0006270298
               15              -75            -22.4      0.084314518     -0.047403816       0.01787734     -0.013215468   -0.00049208372    0.00033818831
               45              -75            -22.4      0.068433277     -0.037812136      0.032138497     -0.020308502   -0.00023253192    0.00018189504
               75              -75            -22.4      0.045214601      -0.02393247      0.044598468     -0.022154305   -7.7256482e-05    0.00010224275
              105              -75            -22.4      0.016433887    -0.0086704819      0.056178611     -0.012926494    0.00074809935   -0.00038847531
             -105              -45            -22.4      0.014184857     -0.019153882      -0.14416115     -0.024402369     -0.023683187    -0.0095957248
              -75              -45            -22.4      0.039301768     -0.029755024     -0.091351449     0.0046860594    -0.0095459176    -0.0011959604
              -45              -45            -22.4      0.057158094     -0.036874056     -0.041336842     0.0067115836    -0.0035107955    0.00021667429
              -15              -45            -22.4      0.064405262     -0.040849291    -0.0020092207    -0.0034665519   -0.00089043553    0.00014811524
               15              -45            -22.4       0.06164553     -0.039838534      0.027468715     -0.018310405   -0.00018205703    0.00035706593
               45              -45            -22.4      0.050117385     -0.033344503      0.049428474     -0.031046657    3.4625449e-05    7.4196359e-05
               75              -45            -22.4      0.032812845     -0.022454899      0.067675576     -0.036216546    0.00023531208   -0.00019020401
              105              -45            -22.4      0.011732132    -0.0090554981      0.083456725     -0.025551092     0.0010381283   -0.00052772736
             -105              -15            -22.4     -0.010562744     -0.027320828      -0.18640073     -0.037747052     -0.054737058     -0.030013261
              -75              -15            -22.4     -0.013122859      -0.03489681      -0.11793898     0.0011922896     -0.021631155    -0.0069220858
              -45              -15            -22.4     0.0060107219     -0.030674838     -0.060814831     0.0058582248    -0.0056932634   -0.00028752166
              -15              -15            -22.4      0.025242442     -0.027023371    -0.0098775132    -0.0045535224    -0.0011122893    0.00022816905
               15              -15            -22.4      0.032278217     -0.024444584      0.031421885      -0.02125743    7.6706194e-05     0.0001353539
               45              -15            -22.4      0.028296135     -0.020952221      0.061097465     -0.037720799    0.00042551442   -0.00016106122
               75              -15            -22.4      0.018732822     -0.015261919      0.083293952      -0.04493393    0.00037729583   -0.00016310984
              105              -15            -22.4     0.0066090422    -0.0075593721       0.10186387     -0.034163821     0.0011380726    -0.0010336621
             -105               15            -22.4     -0.093865626     -0.072810702      -0.19488905     -0.054878581      -0.14678331     -0.092954017
              -75               15            -22.4      -0.15519173     -0.088313103      -0.15426776     -0.023030231     -0.045252703     -0.016983574
              -45               15            -22.4     -0.095866404     -0.047303945      -0.10913884     -0.014854043    -0.0092546195   -0.00067824463
              -15               15            -22.4     -0.034801625     -0.018445568     -0.036552485     -0.012930353    -1.222721e-05     0.0004630519
               15               15            -22.4     -0.008180582    -0.0088301655      0.025217935      -0.02328987     0.0010317742   -0.00023831906
               45               15            -22.4   -0.00071255659    -0.0069140526       0.06393069      -0.03928997     0.0010168913   -0.00023243434
               75               15            -22.4    0.00021265709    -0.0067839492      0.089832857     -0.046483945    0.00060851109   -0.00051287923
              105               15            -22.4    3.9336417e-05    -0.0055060685       0.10960528     -0.035495676    0.00098075473   -0.00085721753
             -105               45            -22.4      -0.41715696       -0.2825712     -0.049713772    -0.0034293542      -0.40565926      -0.29767394
              -75               45            -22.4      -0.52988046      -0.30096042      -0.30106485      -0.13176054     -0.081750862     -0.032537095
              -45               45            -22.4      -0.24936771      -0.11140441      -0.25930855      -0.10055102    0.00026292691     0.0063878121
              -15               45            -22.4      -0.10336893     -0.022858597     -0.097724922     -0.041579057      0.009836195     0.0044384566
               15               45            -22.4     -0.058145322    9.9223747e-05     0.0055967714     -0.028027998     0.0062980084     0.0012919917
               45               45            -22.4     -0.039287571     0.0024937354      0.056749497     -0.035709638      0.002627447   -0.00014481536
               75               45            -22.4      -0.02517831    -0.0014272673      0.083475463      -0.04174871     0.0013559544   -0.00086846953
              105               45            -22.4    -0.0088116014    -0.0045728288       0.10298809     -0.031029334    0.00099650631   -0.00067494664
             -105               75            -22.4       -1.7159636      -0.92788458       0.90945947       0.55261934      -0.78669167      -0.71501434
              -75               75            -22.4       -1.1617361      -0.74002683       -1.1603726      -0.66891319     0.0096079996       0.12063588
              -45               75            -22.4      -0.29171997      -0.16460717      -0.53747451      -0.29050669       0.08077731      0.073181167
              -15               75            -22.4      -0.14759652     -0.035746653      -0.15448143     -0.082067266       0.04494869      0.025183937
               15               75            -22.4      -0.11334191    -0.0048903455     -0.011240201     -0.032318052      0.020028308     0.0071503478
               45               75            -22.4     -0.087463684     0.0004974748      0.039876379     -0.029458098     0.0093085598     0.0019121836
               75               75            -22.4     -0.056315579    -0.0039908648      0.061458766     -0.031762075     0.0037722951   -0.00015054591
              105               75            -22.4     -0.020278808     -0.007744527      0.077061899     -0.022543728     0.0017149475   -0.00087542465
             -105              105            -22.4        1.9414717        3.7007029        1.9066005        1.3390827      0.027955789      -0.58638161
              -75              105            -22.4       0.82350874       0.64533544       -1.7222362       -1.0906099       0.80393499         1.183672
              -45              105            -22.4     -0.041241404     -0.037011083      -0.41072968      -0.27857688       0.39241102        0.3666667
              -15              105            -22.4      -0.19330528     -0.073621474     -0.089022435     -0.068803854       0.14299013       0.10338172
               15              105            -22.4      -0.18032625     -0.042994857    -0.0069800238     -0.025352418      0.053655732      0.030564379
               45              105            -22.4      -0.13897434     -0.026939485      0.015755802     -0.019277595      0.022711722     0.0095625389
               75              105            -22.4     -0.088903062      -0.02338656       0.02377245      -0.01853537      0.010461076     0.0022011236
              105              105            -22.4     -0.031766731     -0.020506501      0.030047752     -0.015670409     0.0053790072   -0.00057935336
