           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4    -0.0026624661      0.021333171     -0.003651435     -0.033381063   -0.00048928766    0.00028320609
              -75             -105            -22.4     -0.010994255      0.080008358     0.0069360649     -0.032109722     0.0014641632     0.0016475101
              -45             -105            -22.4     -0.032205813       0.13402571       0.01267926     -0.024182487      0.001478075     0.0017521611
              -15             -105            -22.4     -0.055293225       0.16936792      0.010439606     -0.010639083    0.00080602447     0.0010769487
               15             -105            -22.4     -0.066955172       0.17483531     0.0016954638     0.0074822865     -0.000135501   -0.00048810724
               45             -105            -22.4     -0.057611573       0.14565656    -0.0063287597      0.024824871   -0.00079997315    -0.0017461299
               75             -105            -22.4      -0.03513366       0.09036842    -0.0094479332      0.037416965   -0.00094322197    -0.0021058121
              105             -105            -22.4     -0.012430176      0.022968162   -0.00053028978      0.041482192     0.0018625986   -0.00015907608
             -105              -75            -22.4     -0.022431035      0.026361316      0.011240416     -0.097548746    -0.0029731959    -0.0013679083
              -75              -75            -22.4     -0.071001574      0.092273116       0.03868648      -0.09708903   -0.00048694186    0.00015729117
              -45              -75            -22.4      -0.13012542       0.15175749      0.052495565      -0.07528536    0.00034427104   -0.00018528213
              -15              -75            -22.4      -0.18824668       0.18850891       0.04106554     -0.032536894    0.00056205079   -0.00031874448
               15              -75            -22.4      -0.21142255       0.19544254     0.0031745092      0.020711802    0.00013680535   -0.00023196207
               45              -75            -22.4      -0.18403928       0.16293614     -0.037392478      0.072550543   -0.00097012235   -0.00052253343
               75              -75            -22.4      -0.12030591       0.10289668      -0.05266612       0.10876153     0.0010658425   -0.00080730719
              105              -75            -22.4      -0.04157507      0.029736813     -0.037678406       0.11800142      0.005138672     0.0021534604
             -105              -45            -22.4     -0.049885176      0.024234839      0.071207047      -0.16627553    -0.0046312087    -0.0032188527
              -75              -45            -22.4      -0.16209918      0.084842823       0.12238242      -0.16525805    -0.0017205032    -0.0017558092
              -45              -45            -22.4      -0.30428872       0.13301398       0.15678748      -0.12181906   -0.00026841066   -0.00015995624
              -15              -45            -22.4      -0.44950491       0.15561083       0.11650462     -0.050986215    -0.0011486495    0.00055332814
               15              -45            -22.4      -0.51284289       0.15157565    -0.0014920081      0.033651732   -0.00070867641   -0.00058779446
               45              -45            -22.4       -0.4383992       0.13163173       -0.1222609       0.11633792      0.001046452   -0.00073305465
               75              -45            -22.4      -0.27424908      0.088422284      -0.17117435       0.17964262     0.0030419249    0.00019077011
              105              -45            -22.4     -0.092880987      0.024950385      -0.14958107       0.19762781     0.0083226515     0.0045299353
             -105              -15            -22.4     -0.075928614     0.0090676276       0.18965673      -0.22122394    -0.0050510615    -0.0027412872
              -75              -15            -22.4      -0.26438433      0.036125805        0.2996183      -0.20724688    -0.0035496615      0.001294166
              -45              -15            -22.4      -0.55099195      0.026144916       0.38765091        -0.134633    -0.0011099258    -0.0030947733
              -15              -15            -22.4      -0.88660258      -0.03143122       0.31507528     -0.028010277    -0.0036020586   -0.00084332511
               15              -15            -22.4       -1.0587478     -0.084591851    -0.0060294648      0.045830607     0.0010696118   -0.00027541682
               45              -15            -22.4      -0.86944163     -0.047174368      -0.32835877       0.12036708     0.0061242715      0.003017578
               75              -15            -22.4      -0.49879324     -0.002426048      -0.43936917       0.20838712     0.0051714717     0.0013035348
              105              -15            -22.4      -0.15430093    -0.0023011393      -0.37824586       0.25203216      0.011607632     0.0087286234
             -105               15            -22.4     -0.077931859     -0.019583475       0.34230956      -0.23617506     -0.005280484    -0.0030603663
              -75               15            -22.4      -0.30337703     -0.067583449       0.57573158      -0.18323009    -0.0068560112    -0.0031293379
              -45               15            -22.4      -0.76839548      -0.22301017       0.86738759     -0.011829842    -0.0033547396     -0.012097647
              -15               15            -22.4       -1.5828255      -0.58670837       0.85632992       0.17624712     -0.014616938     -0.022237102
               15               15            -22.4       -2.1266656      -0.85360354     -0.024225101      0.041029371     -0.017145058    -0.0097012985
               45               15            -22.4        -1.544475      -0.57405138        -0.873963     -0.064077385     0.0087308958      0.022730064
               75               15            -22.4      -0.70932877      -0.21859556      -0.95117247      0.094402075     0.0082531525     0.0075657433
              105               15            -22.4       -0.1879271     -0.055514999      -0.71975642       0.22422439      0.013110778      0.010543189
             -105               45            -22.4     -0.026092323     -0.052445952       0.45451254      -0.18786271    -0.0060677882    -0.0017787289
              -75               45            -22.4       -0.1427256      -0.17551023        0.8522619     -0.062651023    -0.0068496773    -0.0068027778
              -45               45            -22.4      -0.55345923      -0.47974786        1.6113992       0.37633348     -0.017174687     -0.035314336
              -15               45            -22.4       -2.0579731       -1.4812639        2.4444284        1.0870308   -0.00093506125      -0.11515112
               15               45            -22.4       -4.1971035       -2.6375349     -0.045826018      0.028854735     -0.039492391     -0.022951826
               45               45            -22.4        -2.138222       -1.4944952       -2.4587615      -0.95547152    0.00080511381       0.14095114
               75               45            -22.4      -0.55555689      -0.44129023       -1.7386823      -0.30107209     0.0078762649      0.033549618
              105               45            -22.4      -0.10246319      -0.10396247       -1.0568296       0.08278466      0.020984398       0.01397492
             -105               75            -22.4      0.067182198      -0.07103879       0.39779854     -0.092451721     -0.010324219    -0.0047128154
              -75               75            -22.4       0.23647675      -0.19154754       0.83937728      0.069973722     -0.024511671     -0.022717193
