           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4     0.0022136513   -0.00091743853     0.0018285194   -0.00070575986     0.0016170867     0.0035166082
              -75             -105            -22.4     0.0031557195    -0.0014333015     0.0039865267    -0.0014892619    0.00031927763     0.0056022648
              -45             -105            -22.4     0.0039440528    -0.0018774292     0.0073802434      -0.00283649    -0.0019071019     0.0079886112
              -15             -105            -22.4     0.0032474981    -0.0019402241       0.01161427    -0.0055477507    -0.0045602829      0.010167126
               15             -105            -22.4   -0.00017763342    3.0430576e-05      0.014494818    -0.0072267717    -0.0059875175      0.010957404
               45             -105            -22.4    -0.0035535421      0.001915567      0.011400587    -0.0054112482    -0.0046271007     0.0099074179
               75             -105            -22.4    -0.0042031389     0.0020937652     0.0067684553    -0.0029198658     -0.001654434     0.0078450991
              105             -105            -22.4    -0.0032451567     0.0014121232     0.0031228797    -0.0012972453     0.0012514319     0.0054998677
             -105              -75            -22.4     0.0040381877    -0.0016011692     0.0019510526   -0.00071303936    0.00053092011     0.0049933004
              -75              -75            -22.4      0.006675906    -0.0035090267     0.0050050053    -0.0021918418    -0.0071485969     0.0082680769
              -45              -75            -22.4      0.010342536    -0.0069834208      0.011730315    -0.0066874335     -0.017664986      0.011492393
              -15              -75            -22.4      0.012979649     -0.010406008      0.026665147     -0.019627433     -0.029596211      0.012876336
               15              -75            -22.4   -0.00028696327   -0.00023648515      0.041298825     -0.033588585     -0.033026356      0.011122765
               45              -75            -22.4     -0.013219673     0.0097727552      0.025552381     -0.018144686     -0.029114731      0.012800977
               75              -75            -22.4     -0.010947893     0.0062060291      0.010788484    -0.0059674745     -0.015129381      0.010437287
              105              -75            -22.4    -0.0067692334     0.0028676791      0.003899703    -0.0017946219    -0.0015574816     0.0078418376
             -105              -45            -22.4     0.0057068784    -0.0022938377     0.0013936862   -0.00043543172   -0.00041923841     0.0062683746
              -75              -45            -22.4      0.011427044    -0.0066254567     0.0040805079    -0.0018977108     -0.013729717      0.010751189
              -45              -45            -22.4      0.025451545     -0.020551387      0.013826636     -0.010127377     -0.032516293      0.013640194
              -15              -45            -22.4      0.063393578     -0.066593438      0.065785244     -0.068640798     -0.045920178    -0.0037099167
               15              -45            -22.4    -0.0039464058     0.0037931227       0.20182073      -0.23304079      0.014424654     -0.096442282
               45              -45            -22.4     -0.065087192      0.066138752      0.065073192     -0.065799311     -0.043804359    -0.0049876086
               75              -45            -22.4     -0.025551993      0.018211551      0.012658789    -0.0089684566     -0.028210685       0.01157254
              105              -45            -22.4     -0.011233488     0.0052010668     0.0031715019    -0.0015118211    -0.0045615113     0.0098074712
             -105              -15            -22.4     0.0066385986    -0.0023630143    7.7185832e-05    0.00013560613   -0.00086045539     0.0067764521
              -75              -15            -22.4      0.013587996    -0.0074833138     0.0001046769    0.00021185848     -0.016231898      0.011435956
              -45              -15            -22.4      0.040484756     -0.031173911    0.00024206878     0.0001676199     -0.037965026      0.013463231
              -15              -15            -22.4       0.16356319      -0.18802929    -0.0041391221     0.0024154894     0.0027679359     -0.080653355
               15              -15            -22.4     -0.011264962       0.01390111    -0.0068952413     0.0031190389       0.60668504      -0.87633252
               45              -15            -22.4      -0.17684539       0.20022313     0.0031662995    -0.0013433187      0.015311699     -0.097227283
               75              -15            -22.4     -0.039517518      0.029146044    0.00026908997   -7.3155381e-05     -0.033013102      0.010953642
              105              -15            -22.4     -0.013505633     0.0062389015    0.00016858391    0.00027463053    -0.0058364393      0.010676856
             -105               15            -22.4     0.0059656594    -0.0020594518    -0.0011622616    0.00060176774   -0.00044660355     0.0063838265
              -75               15            -22.4      0.011080624    -0.0053122169    -0.0034996963     0.0020899016     -0.014216215      0.010852609
              -45               15            -22.4      0.024792423     -0.017683214     -0.012727689      0.009565494     -0.033725116      0.013692226
              -15               15            -22.4       0.06029328     -0.060392316     -0.058022141      0.057768349     -0.043039668    -0.0082032299
               15               15            -22.4     0.0053904862    -0.0057113641      -0.18940473       0.21870619     0.0069045564     -0.089780748
               45               15            -22.4     -0.063748375       0.06564983        -0.064415      0.066947848     -0.040914014     -0.012805942
               75               15            -22.4     -0.025131542      0.016834663     -0.011837099     0.0085620768     -0.029072775      0.011601673
              105               15            -22.4     -0.011198004     0.0044939411    -0.0029551117     0.0017261833     -0.004531973     0.0097107794
             -105               45            -22.4     0.0043475223    -0.0014869237    -0.0017966998    0.00076489593    0.00036729928     0.0053174333
              -75               45            -22.4     0.0069088093    -0.0025514942    -0.0043695569     0.0018984671     -0.009014382     0.0092241131
              -45               45            -22.4      0.010181336    -0.0051891454     -0.010328132     0.0054929149     -0.020642789       0.01234338
              -15               45            -22.4      0.011895491    -0.0083189476     -0.024152001      0.016672604     -0.032773409      0.012203236
               15               45            -22.4   -0.00034837882   -8.4147963e-05     -0.038433868      0.029448017     -0.037069764      0.010802181
               45               45            -22.4     -0.012805377     0.0086058872     -0.024238488      0.016625868     -0.032031342      0.011559033
               75               45            -22.4     -0.011025317     0.0053291712    -0.0098496443     0.0057288264      -0.01710036      0.010584294
              105               45            -22.4    -0.0071535041     0.0022919734    -0.0037912049     0.0016935462    -0.0019437593     0.0079693301
             -105               75            -22.4     0.0026805517   -0.00089438027      -0.00170263    0.00068487925     0.0011035097     0.0038754945
              -75               75            -22.4     0.0037379893    -0.0013919736      -0.00377512     0.0015806556    -0.0035780664     0.0066281701
              -45               75            -22.4      0.004205788    -0.0015221705    -0.0069382219     0.0026040536    -0.0089070247      0.009035483
              -15               75            -22.4     0.0032532343    -0.0012607429     -0.010766803     0.0043825139      -0.01413677      0.010725869
               15               75            -22.4   -0.00039490088    0.00012060688     -0.013038038     0.0058081658     -0.016249288      0.010858515
               45               75            -22.4     -0.003833615     0.0018195029     -0.010709006     0.0055628098     -0.013345756     0.0099054249
               75               75            -22.4    -0.0047406005     0.0015078492    -0.0063154735     0.0023582133    -0.0070543387     0.0078900168
              105               75            -22.4    -0.0036805281     0.0011459209     -0.002972855     0.0011758711    0.00026117917     0.0055757915
             -105              105            -22.4      0.001313003   -0.00046084027    -0.0013558256    0.00052328681     0.0017273254     0.0025409439
              -75              105            -22.4     0.0016686125   -0.00052603771    -0.0026894102    0.00092736073      0.001123453     0.0038747757
              -45              105            -22.4     0.0017275965   -0.00048844924    -0.0043663899     0.0013669197    0.00034479453     0.0053016129
              -15              105            -22.4     0.0010816102   -0.00032139459    -0.0057978001     0.0018763314   -0.00043423989     0.0063583027
               15              105            -22.4    -0.0001614762    6.0591887e-05    -0.0063363556     0.0019951849   -0.00083786331     0.0066569643
               45              105            -22.4    -0.0013612396    0.00043769163     -0.005568332     0.0017520917   -0.00051643571     0.0061703566
               75              105            -22.4    -0.0018914478    0.00057842722    -0.0038005433     0.0012718083    0.00050087483     0.0050655776
              105              105            -22.4    -0.0017784723    0.00051444932    -0.0021102489    0.00067187741     0.0016487584     0.0036665115
