           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      -0.72527593      -0.11857267       0.73210144        0.1123082       0.00254935    -0.0087259198
              -75             -105            -22.4       -2.2720449      -0.41018468       0.70528358       0.14025381      0.030611083     0.0079508405
              -45             -105            -22.4       -3.2595162      -0.63598883       0.10174341     -0.034112714    -0.0075666443     0.0037338629
              -15             -105            -22.4       -2.5852644      -0.22669017      -0.53910583      -0.23142353     -0.026837371    0.00066805095
               15             -105            -22.4       -1.4266319       0.17289561      -0.52255547      -0.13569582     -0.038261257     -0.024067791
               45             -105            -22.4      -0.66511506       0.26086393      -0.31892413     -0.012797834     -0.025919726     -0.018696412
               75             -105            -22.4      -0.25218278       0.18630002      -0.16419466       0.03662743      -0.01678903     -0.012538984
              105             -105            -22.4     -0.055013765      0.066615961      -0.08471296      0.036947735    -0.0074978601    -0.0045103459
             -105              -75            -22.4      -0.70455271       -0.1977789        2.2769735       0.42953953     -0.026237123     -0.054439854
              -75              -75            -22.4       -2.9301255       -1.1277232        2.8578074       0.93272895     -0.010361632      -0.15438136
              -45              -75            -22.4       -5.2414784       -2.1129279       0.11105733      -0.20562179     -0.043463908     -0.031257655
              -15              -75            -22.4       -3.0111063      -0.88639247       -2.3888967        -1.182614    -0.0010619827       0.12216358
               15              -75            -22.4       -1.2686343      0.042976163       -1.6378422      -0.46702257    -0.0083128391      0.027395587
               45              -75            -22.4       -0.5397169       0.21812984      -0.87364352     -0.019187335      0.003500374     0.0066948603
               75              -75            -22.4      -0.21066102       0.16684008      -0.43899801       0.13444787    -0.0027817937    -0.0007938912
              105              -75            -22.4     -0.053619988      0.061269276      -0.22598766       0.14690906    -0.0012012876    0.00071279926
             -105              -45            -22.4     -0.098538429     -0.038208503        3.2348914       0.73546904     0.0061248001     -0.084488377
              -75              -45            -22.4      -0.27995139     -0.051736109        5.3980112        2.4912767     -0.048529737      -0.64416224
              -45              -45            -22.4      -0.41625926        1.0912006       0.28829417      -0.21226698      0.016704533     -0.073390037
              -15              -45            -22.4      -0.28835127      0.036830287       -4.6316857       -2.8076329      0.053719122       0.58109802
               15              -45            -22.4      -0.18183723       0.14348917       -2.3139696      -0.79960442     0.0069982391      0.067056388
               45              -45            -22.4      -0.11375557       0.15485625       -1.1530809     -0.010791289    -0.0016459464      0.008317899
               75              -45            -22.4      -0.05589392        0.1037059      -0.58179772       0.21475625    -0.0011039297     0.0017190096
              105              -45            -22.4     -0.013579474       0.03775407      -0.30737332       0.23343711   -0.00033207558    0.00013119291
             -105              -15            -22.4       0.53011346       0.23801506        2.5850439       0.39912999      0.031468082     -0.015162755
              -75              -15            -22.4        2.3287008        1.3497081        2.9971685         1.128083      0.021424197      -0.15483181
              -45              -15            -22.4        4.4440804        3.2608566       0.17274654      -0.34212619      0.033047426      0.056126267
              -15              -15            -22.4        2.4150791        1.3417745       -2.4597564       -1.5934285     0.0090761287       0.18471038
               15              -15            -22.4       0.83352703       0.30148444       -1.7966413      -0.53940058      0.010361589      0.044520121
               45              -15            -22.4       0.29281014      0.068295844       -1.0303071      0.063731648    -0.0031578392     0.0077801808
               75              -15            -22.4       0.10018801      0.021716878      -0.54621136       0.25516763    0.00020980205    0.00037898743
              105              -15            -22.4      0.024911186     0.0085419063      -0.29813987       0.26913565    -0.0025402789    0.00065937248
             -105               15            -22.4       0.51163125       0.15699023        1.4548899     -0.068895943      0.037199683      0.016069978
              -75               15            -22.4        1.5988777        0.5787828        1.2696545      0.030759266     0.0050493754     -0.023877788
              -45               15            -22.4        2.2899592       0.91665292        0.2072794      -0.21329775    -0.0014150883    -0.0060218195
              -15               15            -22.4        1.7812895       0.52115047      -0.84364843      -0.41812709     0.0036686843      0.016938528
               15               15            -22.4       0.94724458       0.08562874      -0.96425647      -0.13668738     0.0014908571      0.013705958
               45               15            -22.4       0.43563634     -0.052924052      -0.68128872       0.14332426     0.0022850574    0.00080286211
               75               15            -22.4       0.17341527     -0.054416493      -0.39644611       0.25069678   -0.00038118853    0.00050475827
              105               15            -22.4       0.04668586     -0.017250231      -0.22553432       0.25056598    -0.0024962581    -0.0018114336
             -105               45            -22.4       0.31294742        0.0298707       0.67594194      -0.21635239      0.025266331      0.018993158
              -75               45            -22.4       0.87528926      0.070186228       0.54517955      -0.20071708     0.0062180175    0.00031647895
              -45               45            -22.4        1.1710097      0.065994352       0.11977474      -0.17439067    -0.0019809224    -0.0023283833
              -15               45            -22.4        1.0273805     -0.045558978      -0.29882956      -0.11132133     -0.000314031     0.0029049236
               15               45            -22.4       0.67520523       -0.1505048      -0.43783537      0.029380571    0.00096882699     0.0023196423
               45               45            -22.4       0.36261305      -0.15844902      -0.36458272        0.1498147     0.0015142782   -0.00094416877
               75               45            -22.4       0.16250308      -0.10690767      -0.23276713       0.20128584   -0.00085079373    0.00038356122
              105               45            -22.4      0.046317887     -0.033469733      -0.13348775       0.19222528    -0.0028032043    -0.0030784376
             -105               75            -22.4       0.16445117     -0.028067973        0.2672624      -0.16387078      0.014347692     0.0090310005
              -75               75            -22.4       0.44982171      -0.11208278       0.21768118      -0.16041297     0.0064124046     0.0012986975
              -45               75            -22.4       0.58997774      -0.18622705      0.056726735      -0.11031875    0.00061305048    0.00063277583
              -15               75            -22.4       0.55309266      -0.23934776      -0.10647878     -0.037188809    0.00075499713    0.00075895904
               15               75            -22.4       0.40073663      -0.25018483       -0.1827046      0.041588712   -0.00077415095     0.0016926847
               45               75            -22.4       0.23446712      -0.20663384      -0.16577706       0.10073476     0.0014420213    0.00013188695
               75               75            -22.4       0.11077895      -0.12441017      -0.11109044       0.12224655   -0.00030003462   -0.00042548525
              105               75            -22.4      0.031815238     -0.039440859     -0.059128445       0.11219075    -0.0021130159    -0.0026468758
             -105              105            -22.4      0.085898556     -0.030207865      0.059107888     -0.060914621     0.0059313281     0.0030974327
              -75              105            -22.4       0.23264943      -0.12990347       0.05391207      -0.05840556     0.0012930122    -0.0013185104
              -45              105            -22.4       0.31937152      -0.21564551      0.015746208     -0.039046191   -0.00028718001    -0.0010436092
              -15              105            -22.4       0.30896586      -0.25570062     -0.026695736     -0.011941656       0.00135505   -0.00017949869
               15              105            -22.4        0.2313146      -0.24462876     -0.048294045      0.013743751     0.0013381422     0.0018022234
               45              105            -22.4       0.13616253      -0.19044963     -0.046988208      0.031795874     0.0020168149     0.0024496238
               75              105            -22.4      0.060084891       -0.1124507     -0.032220438      0.038642351     0.0014575147     0.0016702561
              105              105            -22.4       0.01471144     -0.033641648     -0.014396938      0.033525772   -0.00023999992    0.00027930454
