           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      0.026705643      0.010518673     -0.022460746     0.0049786349      0.001275439   -0.00076504855
              -75             -105            -22.4      0.066137791      0.014501044     -0.012591404     0.0071804742     0.0032464936   -0.00042991166
              -45             -105            -22.4      0.085095972      0.018039662   -0.00045930041     0.0073559014     0.0048461105    0.00013861719
              -15             -105            -22.4      0.079619505       0.02359811      0.012806362     0.0090906266     0.0062799538    0.00044158619
               15             -105            -22.4      0.049190737      0.026262926      0.025239967      0.016072704     0.0094522722     0.0018782244
               45             -105            -22.4     0.0038699773      0.015111811      0.027282197      0.027162306      0.013985164     0.0028211852
               75             -105            -22.4     -0.024168385    -0.0084040444      0.016882578      0.041021932       0.02757285     0.0092383279
              105             -105            -22.4     -0.010195825     -0.029316179      0.029188018      0.069191121      0.058619156      0.034319632
             -105              -75            -22.4      0.016985442     0.0035018611     -0.060979206     0.0048949202   -0.00038493617   -0.00075992331
              -75              -75            -22.4      0.040981792     0.0035536031     -0.033232827      0.010570512    0.00079530454   -0.00061228074
              -45              -75            -22.4      0.045452088     0.0043987771     0.0032875801     0.0086001856     0.0016035154   -0.00058550999
              -15              -75            -22.4      0.018621614     0.0056263995      0.050196808      0.012788849     0.0026779445   -0.00068753364
               15              -75            -22.4     -0.055123586    -0.0052234875      0.098772816       0.03430919      0.005999946   -0.00069762219
               45              -75            -22.4      -0.17275137     -0.047912754       0.11603159      0.074157089      0.016085902     0.0015265491
               75              -75            -22.4      -0.25113297      -0.10604984      0.053763758      0.097467996      0.052922834       0.01941283
              105              -75            -22.4      -0.13160725     -0.086361237     0.0081701418       0.11577118       0.13908994      0.090110667
             -105              -45            -22.4     0.0084362049     0.0011522317     -0.083797164     0.0065588905    -0.0007143718   -0.00014529885
              -75              -45            -22.4      0.018138496    0.00073529268     -0.041627012      0.012871815    5.4861208e-05   -0.00027027918
              -45              -45            -22.4      0.009947082    0.00062407204      0.020950014     0.0096720308    0.00086072116   -0.00050319982
              -15              -45            -22.4     -0.037525542    -0.0048594438       0.11571507      0.022638408     0.0011914589    -0.0011028764
               15              -45            -22.4      -0.15624946     -0.038172707       0.24497926      0.082698584     0.0051861899     -0.001134882
               45              -45            -22.4      -0.42229348      -0.16688663       0.35048214       0.19496912      0.024517044    0.00059974822
               75              -45            -22.4      -0.79332489      -0.41357011       0.20365205       0.23396006       0.10596583      0.041504785
              105              -45            -22.4      -0.58399588      -0.37475863      -0.28420866      0.023024876       0.40057981       0.29783869
             -105              -15            -22.4     0.0020377398   -0.00019619497     -0.092640296     0.0073412666   -0.00022567998   -4.6358498e-05
              -75              -15            -22.4     0.0023490186   -0.00030021835      -0.04096368      0.013203333   -0.00011105696   -0.00035227186
              -45              -15            -22.4    -0.0096328482     -0.001547063      0.046619065      0.012442354    0.00046366776   -0.00022744502
              -15              -15            -22.4     -0.050617706     -0.011122257       0.19257285      0.041376643   -9.0056972e-05   -0.00083003216
               15              -15            -22.4      -0.16530934     -0.060492326       0.44860253       0.17056593     0.0026593325    -0.0042438493
               45              -15            -22.4      -0.54423916      -0.30262664       0.87415838       0.50405085      0.020885391     -0.029756336
               75              -15            -22.4       -1.6801778        -1.081118        1.1868843       0.89333034       0.10767119     -0.036536913
              105              -15            -22.4       -2.3725328       -1.4014107       -1.6074201      -0.75025833       0.81654817       0.73459303
             -105               15            -22.4     -0.003233043    -0.0013922976     -0.091680497     0.0072787572    0.00032092712    0.00050823524
              -75               15            -22.4    -0.0084620481    -0.0016584648     -0.036457777      0.013099859    0.00011735725    0.00025578713
              -45               15            -22.4     -0.011983048    -0.0030063852      0.059777208      0.015020919    0.00042690642    0.00025614791
              -15               15            -22.4     -0.012115513    -0.0066887336       0.22803213      0.055096213    0.00064141775    6.1503772e-05
               15               15            -22.4     -0.011389735     -0.021703448       0.55812323       0.23606405     0.0062471959    -0.0047670105
               45               15            -22.4    -0.0093421303     -0.079914533        1.2933245       0.83600712     0.0030293104     -0.058848247
               75               15            -22.4     -0.093135878      -0.28486022        2.8346572        2.1975203     -0.041412573      -0.50286555
              105               15            -22.4       0.14152862        1.9389652       -3.7478368       -2.5548108     0.0037468944       0.40973902
             -105               45            -22.4    -0.0086852899    -0.0030383149     -0.081259444     0.0061796247    0.00073394366    0.00082958827
              -75               45            -22.4     -0.020207245    -0.0038797378     -0.032196496      0.012581929   -0.00010649248    0.00053131109
              -45               45            -22.4     -0.016166538    -0.0049880287      0.049347404      0.014745622   -0.00047786831    0.00055177358
