           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      0.024831202    -0.0037423214     -0.029021107     -0.015948897    -0.0020504671    0.00094464119
              -75             -105            -22.4      0.067880876     0.0014612587     -0.019309333    -0.0070712278    0.00034012023    0.00096095959
              -45             -105            -22.4      0.094922751     0.0025539023     -0.010609121    -0.0032367192    0.00053220883    0.00052222656
              -15             -105            -22.4       0.10799105      0.001548404    -0.0037464139   -0.00073481607    8.7901572e-07   -3.9997914e-05
               15             -105            -22.4        0.1086531     0.0002289534     0.0026976778     0.0010206724   -0.00067376555   -0.00011476855
               45             -105            -22.4      0.096027389   -0.00082281377      0.010103251     0.0022574905    -0.0010245296   -0.00029821013
               75             -105            -22.4      0.068984762    -0.0013960656      0.018723851     0.0048505822   -0.00095700275   -0.00081828132
              105             -105            -22.4      0.025640817    -0.0037076136      0.027941085      0.012533471    0.00097496307    -0.0011567913
             -105              -75            -22.4      0.013358074    -0.0053791907     -0.072907336     -0.027387952    -0.0049083875    3.1645279e-05
              -75              -75            -22.4      0.036184721    -0.0029048054      -0.04857986     -0.012261129    -0.0013995209    0.00053129357
              -45              -75            -22.4      0.050687924    -0.0016499718     -0.027127458    -0.0045896303   -0.00028674788    0.00055283017
              -15              -75            -22.4      0.057838488    -0.0018951829      -0.01018102    2.6543781e-05   -2.5313552e-06    0.00027443594
               15              -75            -22.4      0.061342943    -0.0040844097     0.0053855511     0.0029723481   -6.7356028e-05   -4.2000538e-05
               45              -75            -22.4      0.058194965    -0.0055575948      0.024908157     0.0047423611   -0.00018348703   -0.00036062801
               75              -75            -22.4      0.043291382    -0.0065134969      0.048847578     0.0078181792    0.00047310157   -0.00052098703
              105              -75            -22.4      0.016464114    -0.0060852831      0.072053209      0.019179543     0.0028427474    -0.0006623533
             -105              -45            -22.4    -0.0034679272    -0.0047707702     -0.091872983     -0.039579891    -0.0082785171   -0.00088945788
              -75              -45            -22.4     -0.013595277     0.0012321557     -0.056731395     -0.019298235    -0.0030060597    0.00034954303
              -45              -45            -22.4     -0.027296813     0.0052186307     -0.027353959    -0.0078114099   -0.00083464145    0.00061028887
              -15              -45            -22.4     -0.033088185     0.0061213402     -0.014547499    0.00058089796   -0.00030275533    0.00010302944
               15              -45            -22.4     -0.022380862     0.0042192754    -0.0033683416     0.0058933333    0.00034203456   -0.00021855162
               45              -45            -22.4    -0.0027375934     0.0012201451      0.021741267     0.0090829832    0.00075078302   -0.00041061221
               75              -45            -22.4     0.0085434588    -0.0028576984      0.060281955      0.012504924      0.001441368   -0.00059473061
              105              -45            -22.4     0.0050652274     -0.005622034      0.097262204      0.025872337      0.004396643   -0.00015643088
             -105              -15            -22.4     -0.029076401    -0.0086418185      -0.07141076     -0.054910474     -0.011987563    -0.0031764458
              -75              -15            -22.4     -0.095483907    -0.0077746687     -0.017742055     -0.027137022    -0.0051716701    -0.0001418485
              -45              -15            -22.4      -0.16768949     -0.012254342     0.0027899425     -0.010886167    -0.0024268688   -0.00054581941
              -15              -15            -22.4      -0.20261371     -0.016267341     -0.016429445    0.00014034452   -0.00057034363     7.259172e-05
               15              -15            -22.4      -0.16719528     -0.011808725     -0.039482355     0.0061018514     0.0018944001    0.00025636918
               45              -15            -22.4     -0.096410275    -0.0048760376     -0.016647717      0.012990297     0.0029907064    0.00023270218
               75              -15            -22.4     -0.038158145    -0.0043907822      0.040049717      0.019784009     0.0026216074   -0.00041084396
              105              -15            -22.4    -0.0083057517    -0.0072722621      0.098568775       0.03617071     0.0061770747    0.00029048949
             -105               15            -22.4     -0.060148075     -0.024010701     0.0031978178     -0.060081638     -0.019044425    -0.0068186503
              -75               15            -22.4      -0.21645015     -0.060510736       0.10195544     -0.013807662     -0.013242107    -0.0039593596
              -45               15            -22.4      -0.42400685      -0.12383059       0.11307426      0.011110431    -0.0068781707    -0.0043389997
              -15               15            -22.4      -0.54018182      -0.16540237     -0.018164337     -0.002957047    -0.0029097167     -0.002193915
               15               15            -22.4      -0.42644504      -0.12102696      -0.15236364     -0.021194836     0.0037979295     0.0021005324
               45               15            -22.4      -0.23018704     -0.059662122        -0.130697    -0.0043080468     0.0073609645     0.0029148879
               75               15            -22.4     -0.088851102     -0.026184972     -0.025427485      0.018644253     0.0062666116    0.00034034165
              105               15            -22.4     -0.021215564     -0.014100108      0.073656872      0.044279881     0.0079909535     0.0013302926
             -105               45            -22.4      -0.07546594     -0.053516362       0.12990561     -0.029011536     -0.034338221       -0.0157465
              -75               45            -22.4      -0.33440614      -0.18276307       0.36669078      0.081983358     -0.031020876     -0.017795201
              -45               45            -22.4      -0.86857879      -0.46207768       0.48597702       0.18024105     -0.032229282      -0.02770156
              -15               45            -22.4       -1.3175168      -0.71011442     -0.016432203    -0.0038939749     0.0059767524     0.0033839946
               15               45            -22.4      -0.86916155      -0.45253888      -0.50145185       -0.1800326      0.026487889      0.023581397
