           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4    0.00017961176   -0.00031697596     0.0006721043   -0.00060164899   -0.00040073262      0.001636314
              -75             -105            -22.4    5.6283192e-05   -0.00017360545    0.00075788522   -0.00084501191   -0.00038581228     0.0021138755
              -45             -105            -22.4   -7.9667443e-05   -1.0800747e-05    0.00075292413   -0.00084761926   -0.00036607956     0.0021948873
              -15             -105            -22.4   -0.00019412531    0.00013560025    0.00060991629   -0.00080443471   -0.00025909921     0.0020572084
               15             -105            -22.4   -0.00023152689    0.00022089953    0.00042077678    -0.0006694913   -0.00017741308     0.0017515527
               45             -105            -22.4    -0.0001916457    0.00025678644     0.0002260202   -0.00050677347   -0.00012554448     0.0014158631
               75             -105            -22.4    -0.0001233435    0.00023987319    0.00011277493   -0.00034230147   -0.00013604265     0.0010762609
              105             -105            -22.4   -7.5198972e-05    0.00019941776      6.33522e-05   -0.00018358327   -0.00024840384    0.00071669801
             -105              -75            -22.4    0.00054172886   -0.00053790252     0.0013524253    -0.0010538119   -0.00066838873     0.0028691872
              -75              -75            -22.4    0.00021894624   -0.00022372162     0.0016171749     -0.001538786    -0.0010387009     0.0039463774
              -45              -75            -22.4   -0.00018142296    0.00011087964      0.001555217    -0.0015014322    -0.0010346833     0.0043184315
              -15              -75            -22.4   -0.00043809297    0.00036026348     0.0012390061    -0.0012286139   -0.00071302545     0.0040805181
               15              -75            -22.4   -0.00049666647    0.00047298262    0.00080700818   -0.00094605947   -0.00016276876     0.0035250424
               45              -75            -22.4    -0.0003967424     0.0004605336    0.00045914244   -0.00062780193    0.00012859638     0.0027245523
               75              -75            -22.4    -0.0002340503    0.00043890788    0.00021831658   -0.00040366803     0.0001604514     0.0019333672
              105              -75            -22.4   -0.00012065112    0.00035549022    0.00010632374    -0.0002105743   -0.00012964063     0.0010752716
             -105              -45            -22.4     0.0013709927   -0.00089428981     0.0029628389    -0.0022899564    -0.0017525265     0.0051035942
              -75              -45            -22.4     0.0005284627   -0.00018694252     0.0036421714    -0.0030895672    -0.0034885125     0.0064952183
              -45              -45            -22.4   -0.00050458626    0.00054788793     0.0034666441    -0.0028401813     -0.003891163     0.0067130472
              -15              -45            -22.4    -0.0010921881    0.00083697186     0.0024634856    -0.0018440412    -0.0027380185     0.0062791882
               15              -45            -22.4    -0.0011193883    0.00085170596     0.0014987008    -0.0011283041     -0.001301912     0.0052234326
               45              -45            -22.4   -0.00080848287    0.00077056256    0.00078549731   -0.00070406898   -0.00024434723     0.0039734291
               75              -45            -22.4   -0.00046126594    0.00066755281    0.00036732288    -0.0004160773    0.00015797024     0.0027178274
              105              -45            -22.4   -0.00023805801    0.00051096804    0.00017020026   -0.00020729034   -0.00011279452     0.0014158717
             -105              -15            -22.4     0.0038835094    -0.0018466349      0.007366118    -0.0056374781    -0.0052400883     0.0091471449
              -75              -15            -22.4     0.0012973901    0.00026691484     0.0098274313    -0.0082605733     -0.010476532     0.0096641583
              -45              -15            -22.4    -0.0021077769     0.0020142461     0.0078638559     -0.006031821     -0.010564415      0.009299851
              -15              -15            -22.4    -0.0029428641     0.0022459091     0.0046413559    -0.0032495849    -0.0074900151     0.0085562188
               15              -15            -22.4    -0.0023600142     0.0016181646     0.0022880323    -0.0014523892    -0.0037742776     0.0069808359
               45              -15            -22.4    -0.0014785952     0.0012542874     0.0010570058   -0.00074822875    -0.0012728546     0.0052312687
               75              -15            -22.4   -0.00081901811     0.0008993792    0.00046965768   -0.00035782694   -0.00016954626     0.0034533024
              105              -15            -22.4   -0.00040422802    0.00066157675    0.00020088202   -0.00017404163   -0.00014863785     0.0017587114
             -105               15            -22.4      0.013537722    -0.0087291421      0.020844718     -0.018930405     -0.012571089      0.015430287
              -75               15            -22.4     0.0019668641      0.001144618      0.035629418     -0.033879906     -0.023181366      0.009817481
              -45               15            -22.4    -0.0099821845     0.0098342514      0.021345746     -0.019751718     -0.023929087      0.010985394
              -15               15            -22.4    -0.0081321113     0.0064512682     0.0079236329    -0.0061386949     -0.015570281      0.010601718
               15               15            -22.4    -0.0045643896     0.0032742575     0.0028125432    -0.0018285926    -0.0073196399     0.0084918784
               45               15            -22.4    -0.0024730018     0.0018201931     0.0010462768    -0.0006327171    -0.0027739271     0.0062170448
               75               15            -22.4    -0.0012298004     0.0011475071    0.00039190866   -0.00021180627   -0.00069456117     0.0039896946
              105               15            -22.4    -0.0005915949    0.00076049409    0.00016155819   -8.0532001e-05   -0.00023753902      0.002042077
             -105               45            -22.4      0.065274067     -0.063689418      0.062463235     -0.069639839     -0.014375001     0.0069599766
              -75               45            -22.4     0.0043297112     -0.002406881       0.16776308      -0.19690061      0.024761979     -0.080012701
              -45               45            -22.4     -0.060987163      0.067654513      0.058838632     -0.064894758     -0.030901074    -0.0079384986
