           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      -0.16488518      0.081054345       0.20368674     -0.047820065      0.013818787     0.0076203342
              -75             -105            -22.4      -0.63906038       0.20847091       0.33626258     -0.019865474       0.02912996      0.018714694
              -45             -105            -22.4       -1.4515084       0.18500566       0.54271466       0.10145953      0.034023222      0.022383928
              -15             -105            -22.4       -2.6604657      -0.14294818       0.58639723       0.20137879        0.0155684     0.0077230902
               15             -105            -22.4       -3.4655118      -0.49352548     -0.005113713      0.024788626     0.0046979371    0.00010916834
               45             -105            -22.4       -2.6203058      -0.22377746      -0.61092567      -0.15615158     -0.001993367     0.0023332178
               75             -105            -22.4       -1.3241723      0.054161735      -0.59380591     -0.065034352     -0.036714043     -0.025385648
              105             -105            -22.4      -0.36990142      0.045312732      -0.41291168      0.014921801     -0.017324155     -0.010086574
             -105              -75            -22.4       -0.1383419      0.075358644       0.55396998      -0.18858179     0.0022328729    -0.0016019449
              -75              -75            -22.4      -0.51620454       0.17947304       0.94830036     -0.075817212     0.0048633181      -0.00396008
              -45              -75            -22.4       -1.3006122      0.043830741        1.7044513       0.36803424      0.010548176     -0.032932125
              -15              -75            -22.4       -3.1103566      -0.83827031        2.4986215        1.0851021    -0.0069057271      -0.13166176
               15              -75            -22.4       -5.3801675       -1.9679458     -0.041887023      0.047834337       0.01001409     0.0049950406
               45              -75            -22.4       -3.0667756      -0.89032888       -2.5789554      -0.98735309      0.012820441       0.12328964
               75              -75            -22.4       -1.1859922     -0.070934705       -1.8341525      -0.29116032     0.0041807038       0.02850526
              105              -75            -22.4      -0.31726143      0.036307175       -1.1758412      0.078572296     0.0050133304     0.0094643719
             -105              -45            -22.4     -0.037822377      0.048362531       0.75108647      -0.30233797     0.0037420976    -0.0053350069
              -75              -45            -22.4      -0.11849862       0.12580259        1.2969395      -0.12620623    0.00070370635     -0.015200177
              -45              -45            -22.4      -0.22548091       0.12965037         2.422262       0.65611231    -0.0091096535     -0.087983482
              -15              -45            -22.4      -0.28118414      0.094263628        4.6919398        2.6094308      -0.01677453      -0.53246224
               15              -45            -22.4      -0.24372439        1.7358286      0.073649764       0.12616313      0.029547459       0.12231229
               45              -45            -22.4      -0.25438899      0.034810081       -4.7503686       -2.4366117      0.043522745       0.55944973
               75              -45            -22.4      -0.18120912      0.076676548       -2.6094458      -0.52389479     0.0038962676      0.067923136
              105              -45            -22.4     -0.055457637      0.046805877       -1.5853409       0.13726738     0.0019580098     0.0082720565
             -105              -15            -22.4      0.068705782      0.017103884        0.7149744      -0.35902333     0.0032306118     0.0021410994
              -75              -15            -22.4       0.28047514      0.069365777        1.1356609      -0.22091265    -0.0026182809    -0.0046413923
              -45              -15            -22.4       0.84300745       0.30754066        1.8835917       0.36697733     -0.012391771     -0.043829143
              -15              -15            -22.4        2.4339173        1.3525594        2.5992036         1.428375     -0.056323659       -0.2282351
               15              -15            -22.4         4.431704        3.1701686      0.047065973       0.24106264      -0.08462137      -0.13938265
               45              -15            -22.4        2.4088845        1.3311253       -2.6876824       -1.2467533     -0.039890572       0.17466067
               75              -15            -22.4       0.78162962       0.28496024       -2.0743821      -0.22875552     0.0023036646       0.03794463
              105              -15            -22.4       0.17274587      0.049159043       -1.4275895       0.24390504      -0.01310431     0.0025969821
