           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      0.010459522       0.01979761    -0.0067284522     -0.014173632    0.00055847602   -0.00017087515
              -75             -105            -22.4      0.016296795      0.059758306     0.0063611623     -0.016864365     0.0021899007    0.00087893626
              -45             -105            -22.4    -0.0048739505       0.10357956      0.021640485     -0.015707925     0.0028201567     0.0014890443
              -15             -105            -22.4     -0.053480476       0.14230777      0.032722328    -0.0085671516     0.0026879134     0.0014421905
               15             -105            -22.4      -0.11411439       0.16026163      0.031253934     0.0080442689     0.0030360639    0.00066637265
               45             -105            -22.4      -0.15038761       0.14095485      0.011581986      0.029609587     0.0028636886    -0.0011255763
               75             -105            -22.4      -0.13057435      0.086345807     -0.018988464      0.049715124     0.0051104263   -0.00071311282
              105             -105            -22.4     -0.051569737      0.012352571     -0.021515254      0.062775023      0.014612965      0.006709964
             -105              -75            -22.4    -0.0010762416      0.019682189     -0.013566319     -0.051743746   -0.00084988045   -0.00097322738
              -75              -75            -22.4     -0.015944188      0.062503137      0.025240092     -0.059938896    0.00031433068   -0.00015552917
              -45              -75            -22.4     -0.062805735       0.10871382      0.074797042     -0.059330665    0.00084287499   -0.00053164526
              -15              -75            -22.4       -0.1534609       0.14626811       0.11873627     -0.035665724    0.00097220927    -0.0006697629
               15              -75            -22.4      -0.27616537       0.15830231       0.11904061      0.014012352     0.0014770741   -0.00073458883
               45              -75            -22.4      -0.36887932       0.12310653      0.038906522      0.079729363     0.0023834608   -0.00061349949
               75              -75            -22.4      -0.33464327      0.060160581     -0.091946818       0.12950008      0.011078667     0.0020024865
              105              -75            -22.4      -0.13556984     0.0036052018      -0.15297697       0.14945279      0.031060446      0.018099997
             -105              -45            -22.4     -0.010869587      0.016257113    -0.0018109488     -0.090059012    -0.0012517433    -0.0013517037
              -75              -45            -22.4     -0.047029205       0.05358291       0.06618619      -0.10435549   -0.00042612027    -0.0010189342
              -45              -45            -22.4      -0.12776901      0.091145486       0.16736421     -0.098660149    0.00037487486   -0.00075436593
              -15              -45            -22.4      -0.29271498       0.11150076       0.27753216     -0.052221164   -0.00063562579   -0.00038587919
               15              -45            -22.4      -0.54607904       0.08117415        0.3176657      0.050946444    -0.0020250082    -0.0010951279
               45              -45            -22.4      -0.81307971     -0.019949052       0.14806345       0.16113093     0.0027769352    -0.0028040053
               75              -45            -22.4      -0.81470078      -0.10956395      -0.25129899       0.19738786      0.020761836     0.0076220101
              105              -45            -22.4      -0.35535759     -0.081092812      -0.51930606       0.17863882      0.066243038      0.046988372
