           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4       -1.1279899      -0.90079355        2.6073589        2.1590118         1.087158     -0.019475736
              -75             -105            -22.4       -3.6018355      -0.94753575       0.14857273       0.12197033     0.0032853168       0.12988552
              -45             -105            -22.4       -1.3630965       -1.0707452       -2.2577822       -1.8799195      -0.90566754      0.064563543
              -15             -105            -22.4      -0.25694972      -0.20503083      -0.56404847      -0.46698526      -0.41762489      -0.18976974
               15             -105            -22.4      0.045735136        0.0200579      -0.14640787      -0.12180425      -0.15089653     -0.081232093
               45             -105            -22.4       0.10042622      0.046146642     -0.036213174     -0.046293404     -0.055460002     -0.028606379
               75             -105            -22.4      0.085616253      0.041815393     0.0055768201     -0.027168147     -0.021404151    -0.0091364188
              105             -105            -22.4      0.036197644      0.030873695      0.025492292     -0.021223698    -0.0096123563    -0.0024265803
             -105              -75            -22.4       0.93783861       0.84389359        2.0344474        1.7678419       0.29130697     -0.068335645
              -75              -75            -22.4        2.6556499        2.6529405        0.2846806       0.23858698      0.044821791     -0.034834009
              -45              -75            -22.4        1.0662074       0.91875041       -1.5824134       -1.3584447      -0.11739098       0.15305135
              -15              -75            -22.4       0.19140254        0.1536427      -0.76587486      -0.54759842       -0.1002966     0.0038424311
               15              -75            -22.4       0.07634142      0.045426857      -0.27933905      -0.17327499     -0.052325096    -0.0097794877
               45              -75            -22.4      0.062648788      0.025233697     -0.071298704     -0.066139624     -0.019964105    -0.0035430097
               75              -75            -22.4      0.049101979      0.020536382      0.018867822     -0.038775548    -0.0086702546   -0.00053978921
              105              -75            -22.4      0.020107934      0.015061678      0.065593258     -0.023710471    -0.0042018155    0.00078563247
             -105              -45            -22.4       0.51890582       0.43158615       0.65582442       0.50056362       0.16449565      0.064302936
              -75              -45            -22.4        1.1372771       0.90871817       0.14000653      0.081963032      0.037048101      0.012311202
              -45              -45            -22.4       0.82385314       0.60245711      -0.46699852      -0.34245214     -0.014706308      0.023771692
              -15              -45            -22.4       0.34639961       0.21747993      -0.42262292      -0.24485227     -0.021149933     0.0067197746
               15              -45            -22.4       0.12348815      0.064726137       -0.2088477      -0.11074524     -0.014118424     0.0013623445
               45              -45            -22.4      0.054570571      0.024947248     -0.054802701     -0.055646524     -0.007081423    0.00061470561
               75              -45            -22.4      0.028320182         0.014982      0.034172598     -0.041165754    -0.0033975372    0.00096886704
              105              -45            -22.4      0.010073327      0.010361411      0.087379128     -0.026451416    -0.0024061657      0.001178034
             -105              -15            -22.4       0.19227931       0.14010683       0.13386181       0.10398251      0.074729964      0.036700178
              -75              -15            -22.4       0.43579549        0.2745575      0.032661639       0.03171023      0.024118423     0.0063656024
              -45              -15            -22.4       0.39919725       0.22975747      -0.14322108     -0.064840481   -0.00081165449    0.00070447923
              -15              -15            -22.4       0.22804241       0.11726483      -0.17678824     -0.075743929    -0.0021909808     0.0021008118
               15              -15            -22.4       0.10020249      0.051334862      -0.10356091     -0.051876716    -0.0029549592     0.0012265756
               45              -15            -22.4      0.037688382      0.024704473     -0.017979216     -0.041152965     -0.003000106     0.0005383708
               75              -15            -22.4      0.012713608      0.015270543      0.049367052     -0.039452195    -0.0012691449     0.0011428895
              105              -15            -22.4       0.00334194     0.0092926556      0.095915236     -0.028048517    -0.0020086782    0.00054957159
             -105               15            -22.4      0.065417126      0.049187679     -0.039723147     0.0096696941      0.034820903      0.015602653
              -75               15            -22.4       0.15349241       0.08995723     -0.026565727      0.014170561      0.010841788     0.0014113558
              -45               15            -22.4       0.15816185      0.086680882      -0.05969942    -0.0065422989     0.0018150075   -0.00035165006
              -15               15            -22.4       0.10159636      0.060674075     -0.068244539     -0.019328693    0.00022435433     0.0001312838
               15               15            -22.4      0.043257907      0.039323047     -0.036292929     -0.024592387    -0.0008327018    0.00042840603
               45               15            -22.4     0.0090736719      0.026882859      0.011653626      -0.03091003   -0.00056270004    0.00062510523
               75               15            -22.4    -0.0037208339      0.018298043      0.057593673      -0.03503833     -0.000785877    0.00071489473
              105               15            -22.4    -0.0022897422     0.0097221509      0.093855329      -0.02553731     -0.001697912    0.00067535538
             -105               45            -22.4      0.013727362      0.024226991     -0.082742535    -0.0099038137      0.016682319     0.0054178452
              -75               45            -22.4      0.033134926      0.042319503     -0.049079694     0.0053592785     0.0053882664    0.00017271115
              -45               45            -22.4      0.031174023      0.047781266     -0.036870066     0.0024944947     0.0015768863    -0.0005369166
              -15               45            -22.4     0.0099972645      0.044998065     -0.025842445    -0.0050973776    0.00023549642   -0.00022887725
               15               45            -22.4     -0.011341748       0.03986327    -0.0044243187     -0.013940173   -9.4990028e-05    3.4458935e-05
               45               45            -22.4     -0.022525376      0.032449983      0.024189081     -0.023016792    1.8714727e-05    0.00050461595
