           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4    0.00034457486   -0.00034155577    0.00043168748   -0.00035941048    0.00031425196     0.0011123567
              -75             -105            -22.4    0.00039278509   -0.00035628543    0.00072620774   -0.00063560944    0.00038399617     0.0016912684
              -45             -105            -22.4    0.00037317129   -0.00028547132     0.0010768485   -0.00085246522    0.00036413854     0.0021492557
              -15             -105            -22.4    0.00021239946   -0.00015255238      0.001323159    -0.0010402831    0.00034791621     0.0024906402
               15             -105            -22.4   -3.3028657e-05    4.3577766e-05     0.0014533265    -0.0010763468    0.00030280533     0.0025843927
               45             -105            -22.4   -0.00026762756    0.00023409014     0.0012725956   -0.00096567365    0.00030597663      0.002424917
               75             -105            -22.4   -0.00039746845    0.00035009111    0.00095908332   -0.00076165033    0.00034584937     0.0020217225
              105             -105            -22.4   -0.00040013171    0.00037007564    0.00060583104   -0.00045397956    0.00034769814     0.0013734626
             -105              -75            -22.4     0.0007139254   -0.00063500466    0.00065874343   -0.00045807034    0.00038955238     0.0018124518
              -75              -75            -22.4    0.00086747971   -0.00071291527     0.0012165186   -0.00088124466   -0.00016981803     0.0034110995
              -45              -75            -22.4    0.00079777715   -0.00060050405     0.0018521474    -0.0012868831    -0.0008472167     0.0047316165
              -15              -75            -22.4    0.00049807352   -0.00030189581     0.0024331375    -0.0015638547    -0.0015346085     0.0055540316
               15              -75            -22.4   -8.6176769e-05    7.6022247e-05     0.0026139142    -0.0017089657    -0.0017208733     0.0058256546
               45              -75            -22.4   -0.00063887448    0.00045602588     0.0023426879    -0.0014277329    -0.0014437987     0.0051985006
               75              -75            -22.4   -0.00094671012     0.0006920544     0.0016895684    -0.0010899162   -0.00064489106     0.0039969222
              105              -75            -22.4   -0.00090462307    0.00069491629    0.00098932046   -0.00063837675    0.00032607574     0.0023342299
             -105              -45            -22.4     0.0012793024   -0.00098083308    0.00092062278   -0.00056653318    0.00026931582     0.0027340786
              -75              -45            -22.4     0.0017129553    -0.0012255833     0.0018458128    -0.0011302772    -0.0015214741     0.0053449753
              -45              -45            -22.4     0.0017952091    -0.0012120678     0.0031316159    -0.0019099618    -0.0037268831      0.007384412
              -15              -45            -22.4      0.001198428   -0.00073025835     0.0044449801    -0.0025562055    -0.0056672245     0.0088603804
               15              -45            -22.4   -0.00014751572    0.00010879432     0.0050731199    -0.0027476375    -0.0064925696     0.0090947002
               45              -45            -22.4    -0.0014538676    0.00089658308     0.0043273508    -0.0023693377    -0.0053942031      0.008187294
               75              -45            -22.4     -0.002028415     0.0012256532     0.0028671345    -0.0016456774    -0.0029347248      0.006278486
              105              -45            -22.4     -0.001815593     0.0011147982     0.0015639713   -0.00090047461   -0.00014550128     0.0037036622
             -105              -15            -22.4     0.0022389796    -0.0013491528     0.0011409072   -0.00056660769   -0.00025006389     0.0038343009
              -75              -15            -22.4     0.0033055174    -0.0019579618     0.0025341837    -0.0014386364    -0.0041758055     0.0071329097
              -45              -15            -22.4     0.0039704377    -0.0024329249     0.0052127917     -0.002942967    -0.0092619378     0.0099803479
              -15              -15            -22.4     0.0033484604    -0.0021043674     0.0089296056    -0.0057175951     -0.014329395      0.011859268
               15              -15            -22.4   -0.00019706035    0.00013974751      0.011154451    -0.0070062969     -0.016472874      0.012234711
               45              -15            -22.4    -0.0035932688     0.0022393798     0.0086932471    -0.0057418942     -0.013581127      0.011033989
               75              -15            -22.4    -0.0043731541     0.0024626825     0.0049244747    -0.0029357639    -0.0077753514     0.0086595947
              105              -15            -22.4    -0.0033799331     0.0019102953     0.0022443747    -0.0013315429     -0.001295174     0.0054772901
             -105               15            -22.4     0.0033373309    -0.0018824628     0.0010400425   -0.00054808252   -0.00098821288     0.0049430896
              -75               15            -22.4     0.0058775363    -0.0035945836     0.0029282724    -0.0018809283    -0.0079131052     0.0084624728
              -45               15            -22.4     0.0097846705    -0.0069090459     0.0086522643    -0.0063344189     -0.018140739      0.011756724
              -15               15            -22.4      0.012642748     -0.010127994      0.023074688     -0.019521307     -0.029977651      0.013036175
               15               15            -22.4   -0.00061854365    0.00032711521      0.036858931     -0.032603793     -0.032011095       0.01064225
               45               15            -22.4     -0.012445564     0.0099618323      0.022557713     -0.019538796     -0.028683282      0.012076661
               75               15            -22.4     -0.010201533     0.0066597145     0.0081666922     -0.006076538     -0.015936688      0.010423506
              105               15            -22.4    -0.0060273628     0.0031661764     0.0026672983    -0.0017378018    -0.0033581802     0.0074610412
             -105               45            -22.4     0.0042763082    -0.0024171497    0.00040152861   -0.00028426351    -0.0017678958      0.005763365
