           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4     0.0033737272    -0.0018209023     0.0013577378   -0.00047497611   -0.00073756091     0.0053826785
              -75             -105            -22.4     0.0078039062    -0.0051700785     0.0042291149    -0.0012226909    -0.0041278345     0.0094737541
              -45             -105            -22.4        0.0219584     -0.017827947      0.014250304    -0.0076462347     -0.012184014      0.015910694
              -15             -105            -22.4      0.057724055     -0.060685325      0.066923797     -0.062506571     -0.016403977      0.010906843
               15             -105            -22.4     0.0015599424    -0.0016673304       0.20595989      -0.22965178      0.057308767     -0.086269498
               45             -105            -22.4     -0.062971197      0.065637529       0.06933669     -0.065866321     -0.014356711     0.0061642542
               75             -105            -22.4     -0.022270611      0.018717134      0.013706849    -0.0074531683     -0.011756777      0.015910478
              105             -105            -22.4    -0.0080005089      0.005181063     0.0034494568    -0.0014127912    -0.0031728488     0.0099674696
             -105              -75            -22.4     0.0043301759    -0.0022833734    0.00052743137    7.6661643e-05    -0.0017027814     0.0060029062
              -75              -75            -22.4      0.010843001    -0.0078981891     0.0013391174    0.00081147777     -0.010385596     0.0089652631
              -45              -75            -22.4      0.037137546     -0.032466888      0.003251906     0.0012545697     -0.025940031      0.010180922
              -15              -75            -22.4       0.16642366      -0.19333933     0.0064913649    -0.0014927215      0.013090181     -0.073729381
               15              -75            -22.4     -0.037468933      0.038694847      0.011502752    -0.0080438619       0.58263671      -0.84619862
               45              -75            -22.4       -0.1833185       0.21255954      0.011432426    -0.0092776958      0.035833813       -0.1037161
               75              -75            -22.4     -0.037176926      0.031008471     0.0022076122      0.001448726     -0.023233116     0.0098686228
              105              -75            -22.4     -0.010579024     0.0065980991    0.00095050811    0.00026788199    -0.0057889041      0.010092819
             -105              -45            -22.4     0.0041999267    -0.0019248009   -0.00044102414    0.00054720603    -0.0017454728     0.0058847629
              -75              -45            -22.4     0.0092849107    -0.0058412985    -0.0019079056     0.0022328414     -0.011459938     0.0087845996
              -45              -45            -22.4      0.024010448     -0.020060211     -0.010013494      0.010503946     -0.026911691     0.0097903693
              -15              -45            -22.4      0.057675295     -0.060673334     -0.056293335      0.062273879     -0.034199808     -0.012461631
               15              -45            -22.4    -0.0023308299      0.001831363      -0.16652551       0.19170649      0.024767568      -0.10033582
               45              -45            -22.4     -0.060408793      0.060931981     -0.055396609      0.059480846     -0.034622852     -0.010798736
               75              -45            -22.4     -0.022905262      0.017215092    -0.0096627548     0.0093482584     -0.024308801     0.0092526479
              105              -45            -22.4    -0.0090537332     0.0047264211    -0.0020279526     0.0019639367    -0.0055583757     0.0092319585
             -105              -15            -22.4     0.0032791272    -0.0012758677    -0.0010558006    0.00058531237     -0.001001953     0.0051164785
              -75              -15            -22.4     0.0056210868    -0.0028251181    -0.0028911221     0.0019423834    -0.0081246579     0.0079923458
              -45              -15            -22.4     0.0089933323    -0.0050942441    -0.0080990819     0.0053887009     -0.018523358       0.01049504
              -15              -15            -22.4      0.011452442    -0.0086958604     -0.021434769      0.017656058      -0.02929464      0.010076856
               15              -15            -22.4    0.00022947163   -0.00011605545     -0.034462251      0.028502181     -0.032997899     0.0075990809
               45              -15            -22.4     -0.011971403      0.007882203     -0.020909442      0.016791662     -0.028806202     0.0096065812
               75              -15            -22.4    -0.0095921271     0.0051806821    -0.0078715524     0.0055703237     -0.015892126     0.0091688391
              105              -15            -22.4    -0.0057994984     0.0021665874    -0.0025907564     0.0016551089    -0.0033758034     0.0077038091
             -105               15            -22.4     0.0022008577   -0.00089631585    -0.0011178001    0.00050920347    -0.0001953824     0.0040298277
              -75               15            -22.4     0.0031738195    -0.0012522504    -0.0024659834     0.0011445283    -0.0044559306     0.0066930205
              -45               15            -22.4     0.0037543701    -0.0014980155    -0.0049398122     0.0022180141    -0.0096386075     0.0090093715
              -15               15            -22.4     0.0030285332      -0.00135244    -0.0083301356     0.0042717494     -0.014622701      0.010210006
               15               15            -22.4   -0.00020377379    0.00011564692     -0.010298252     0.0051518055     -0.017069837      0.010671429
               45               15            -22.4    -0.0033370031     0.0015721387    -0.0082869399     0.0044619571     -0.014151785     0.0097364653
               75               15            -22.4    -0.0041756029     0.0015613656    -0.0046961131     0.0022632899    -0.0079898108     0.0077888034
              105               15            -22.4    -0.0032884381     0.0011067635    -0.0021656321     0.0010467323    -0.0012801496     0.0056336606
             -105               45            -22.4      0.001298749   -0.00064140855   -0.00092370179    0.00042023632     0.0002944681     0.0029406876
              -75               45            -22.4     0.0017178515    -0.0006970198    -0.0018276937    0.00071617257    -0.0017315177     0.0050887512
              -45               45            -22.4     0.0017331835   -0.00063243916    -0.0030502945     0.0011582156     -0.004048483     0.0068864115
              -15               45            -22.4     0.0010912443    -0.0003705601    -0.0042440169      0.001592281    -0.0061158231     0.0080092177
               15               45            -22.4   -0.00015847779    9.9195531e-05    -0.0047978358     0.0018656792    -0.0068932297     0.0083753606
               45               45            -22.4    -0.0013605342    0.00051972124    -0.0041305055     0.0014968343    -0.0057692127     0.0075403135
               75               45            -22.4     -0.001990299    0.00071091426    -0.0027665109     0.0011541634    -0.0030942278     0.0060178405
              105               45            -22.4    -0.0017713233    0.00067632226    -0.0015524888    0.00063920353   -8.1025304e-05     0.0039061864
             -105               75            -22.4    0.00069898344   -0.00041336272   -0.00064526417    0.00032366015    0.00044117391     0.0020134714
              -75               75            -22.4    0.00085197674   -0.00046410886    -0.0011888769    0.00062352954    -0.0002209285     0.0034440162
              -45               75            -22.4    0.00079983193   -0.00033988454    -0.0018585351    0.00079040031    -0.0010340286     0.0045638457
              -15               75            -22.4    0.00048319765   -0.00014877798    -0.0024124333     0.0009237997    -0.0017316726      0.005319234
               15               75            -22.4   -0.00010581617    6.9805326e-05    -0.0026040485    0.00097030669    -0.0019950529     0.0055337162
               45               75            -22.4   -0.00062012777    0.00030991185    -0.0022568102     0.0010691857    -0.0015953322     0.0050747711
               75               75            -22.4   -0.00093236205     0.0004106058     -0.001661406    0.00069407764     -0.000694922     0.0039568022
              105               75            -22.4   -0.00083832914    0.00043394332   -0.00095283089    0.00045173251    0.00037432218      0.002540234
             -105              105            -22.4    0.00031774776   -0.00021047663   -0.00042318855    0.00024444622    0.00039626635     0.0012902919
              -75              105            -22.4    0.00036689057   -0.00021089388   -0.00072520837    0.00042732075    0.00044861747     0.0018776965
              -45              105            -22.4    0.00034791956   -0.00015866201     -0.001077185    0.00057296461    0.00043106542     0.0023665158
              -15              105            -22.4    0.00019188829   -7.4566618e-05    -0.0013225332     0.0006825077    0.00039645762      0.002683836
               15              105            -22.4   -3.9136412e-05    3.5917928e-05    -0.0013882612    0.00069157715    0.00036170761     0.0027729413
               45              105            -22.4   -0.00025837161    0.00013887706    -0.0012560297      0.000623097    0.00035395683     0.0026062173
               75              105            -22.4    -0.0003774043     0.0002089263   -0.00093066879    0.00050067477    0.00040862442     0.0022140394
              105              105            -22.4   -0.00038931009    0.00023445683   -0.00060273154    0.00028175517    0.00042101566     0.0015890889
