           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105             -105            -22.4      0.066133924      -0.06680245       0.06433098     -0.064400025     -0.012840189      0.018163206
              -75             -105            -22.4     0.0077471845    -0.0082176449       0.18531297      -0.20875674      0.049994428     -0.073150374
              -45             -105            -22.4      -0.06514094       0.07028269      0.069228232     -0.065776445     -0.017707635     0.0093367025
              -15             -105            -22.4     -0.021845218      0.019774584      0.013603226    -0.0078765592     -0.013109307      0.015075742
               15             -105            -22.4    -0.0073258476     0.0056244023     0.0037353351    -0.0013163468    -0.0052314298     0.0091777109
               45             -105            -22.4    -0.0029844979     0.0021150368     0.0013314688   -0.00057363202    -0.0018914052     0.0052282684
               75             -105            -22.4    -0.0013383201    0.00095002039    0.00049761659   -0.00035813215   -0.00065628544     0.0030016934
              105             -105            -22.4   -0.00066213578    0.00051679695    0.00015538745   -0.00021524783   -0.00038827275     0.0017539707
             -105              -75            -22.4       0.18352404      -0.20481563    -0.0088952687     0.0083417064      0.034024522     -0.052656021
              -75              -75            -22.4    -0.0011634822     0.0056065451      0.023312466     -0.023856396       0.57528383      -0.80201548
              -45              -75            -22.4      -0.15864351       0.18833593      0.002683212     0.0027387117      0.036943473     -0.096869975
              -15              -75            -22.4     -0.034439828      0.031574748     0.0023587944    0.00091877324     -0.024079809     0.0093459506
               15              -75            -22.4    -0.0094549768     0.0078131743     0.0010811344    0.00058740651     -0.010462853     0.0089432755
               45              -75            -22.4    -0.0035860331     0.0025039904    0.00053886831    8.8591005e-05    -0.0037658175     0.0061697108
               75              -75            -22.4    -0.0015817072     0.0012044958    0.00020433536   -9.3563263e-05    -0.0011182337     0.0039473693
              105              -75            -22.4   -0.00073255628    0.00068542152    3.8532024e-05   -9.4696465e-05   -0.00035778465     0.0022453463
             -105              -45            -22.4      0.064430624     -0.061269209     -0.059185211       0.06439428     -0.014396806     0.0057933186
              -75              -45            -22.4     0.0049928622    -0.0011812737      -0.15739469       0.18770732      0.027911842     -0.091487087
              -45              -45            -22.4     -0.059217077      0.067191191     -0.057661794        0.0648432     -0.030446524     -0.010955418
              -15              -45            -22.4     -0.021628991      0.019704184     -0.010359457      0.010252407     -0.024221219     0.0087186694
               15              -45            -22.4    -0.0076304218     0.0054038414    -0.0019999542     0.0019980511     -0.010924262     0.0084331045
               45              -45            -22.4    -0.0032807705     0.0019830237   -0.00049158168    0.00054497446    -0.0040353574     0.0062694685
               75              -45            -22.4     -0.001528365     0.0010999433   -0.00016199023    0.00015154344    -0.0011624497     0.0042044511
              105              -45            -22.4   -0.00072456867    0.00068592234   -9.3232469e-05    4.5128992e-05    -0.0003400424     0.0023256154
             -105              -15            -22.4      0.012688549    -0.0068039969     -0.019898228       0.01656894     -0.012878126      0.015471552
              -75              -15            -22.4     0.0021839279     0.0013857298     -0.032716207      0.029901976     -0.022711704     0.0077282744
              -45              -15            -22.4    -0.0095670782     0.0086637074     -0.020654621      0.017683208      -0.02381813     0.0082612382
              -15              -15            -22.4    -0.0076638078     0.0057757306    -0.0077687362     0.0058850464     -0.015709342     0.0089471778
               15              -15            -22.4     -0.004366735     0.0024737008    -0.0028023976     0.0018100363    -0.0078206789     0.0077004563
               45              -15            -22.4    -0.0023761531     0.0013580662    -0.0010371503    0.00073011732    -0.0030494314     0.0058985581
               75              -15            -22.4    -0.0012206488    0.00086195098   -0.00042822683    0.00029803126   -0.00081476662     0.0039793788
              105              -15            -22.4    -0.0006023423    0.00059381739   -0.00018612809      0.000124599   -0.00024207524     0.0021708761
             -105               15            -22.4     0.0036300141    -0.0010482464    -0.0067284112     0.0045837192    -0.0051448159     0.0092357555
              -75               15            -22.4      0.001226207    0.00044342747    -0.0089302082     0.0062656831      -0.01039746     0.0084647685
              -45               15            -22.4    -0.0017399538     0.0014619676    -0.0074274489     0.0047290782     -0.010818534     0.0080586243
              -15               15            -22.4    -0.0026434322      0.001547788    -0.0044316179     0.0025389434    -0.0077916505      0.007513769
               15               15            -22.4    -0.0021892232    0.00097725017    -0.0022326214     0.0011544148    -0.0041392609     0.0065106265
               45               15            -22.4    -0.0014509405    0.00081831985    -0.0010827368     0.0006611282    -0.0015852121     0.0050152689
               75               15            -22.4   -0.00080745801    0.00064267253    -0.0004912201     0.0003418976    -0.0003341421     0.0033885441
              105               15            -22.4   -0.00041056389    0.00048398486   -0.00022251451    0.00017019339   -0.00015166974      0.001865766
             -105               45            -22.4     0.0013248442   -0.00048178743    -0.0027161355     0.0016686659    -0.0017961656     0.0052740462
              -75               45            -22.4    0.00058487919    -4.277637e-05    -0.0033918743     0.0020093275    -0.0036912516      0.006044039
              -45               45            -22.4    -0.0003923265    0.00032271346    -0.0032296863     0.0017971875    -0.0040684366     0.0061318832
              -15               45            -22.4     -0.000963639    0.00048335758    -0.0023471329      0.001277471    -0.0030198847     0.0057597295
               15               45            -22.4    -0.0010128152    0.00051568379    -0.0014678016    0.00088291685    -0.0015375699     0.0050074351
               45               45            -22.4   -0.00077738432    0.00044826977   -0.00081106561    0.00052870694    -0.0004399234      0.003871937
               75               45            -22.4   -0.00045118024    0.00045567279   -0.00039294316    0.00035092124    8.3758059e-05     0.0027311821
              105               45            -22.4   -0.00023508309    0.00036533462   -0.00019318133    0.00018305346   -0.00010636185      0.001520577
             -105               75            -22.4    0.00051895459   -0.00033785496    -0.0012308734    0.00073685206   -0.00066302874     0.0030497522
              -75               75            -22.4    0.00024653715   -0.00016829357    -0.0014803498     0.0010720923    -0.0010806825     0.0039143902
              -45               75            -22.4   -0.00011728839    2.0827334e-05    -0.0014858091    0.00093609793    -0.0011686978     0.0041185305
              -15               75            -22.4   -0.00037901683    0.00015115176    -0.0012177103    0.00077702699   -0.00083058962     0.0039258245
               15               75            -22.4    -0.0004628654    0.00024251011     -0.000821447    0.00063791196   -0.00030810744     0.0034275295
               45               75            -22.4   -0.00035540244    0.00030661229   -0.00045233991    0.00052256684    8.3485633e-05     0.0027489944
               75               75            -22.4    -0.0002250769     0.0002809946   -0.00023924245    0.00031539184    0.00014621169      0.001972788
              105               75            -22.4   -0.00011203197    0.00024300894   -0.00011954505    0.00017555998   -0.00011038546     0.0011750647
             -105              105            -22.4    0.00016854893   -0.00021328319   -0.00060435571    0.00041159455   -0.00036654322     0.0017917868
              -75              105            -22.4    6.2769701e-05   -0.00012945001   -0.00069247826    0.00055929529   -0.00035168172     0.0022418594
              -45              105            -22.4   -5.5709494e-05    -2.194224e-05   -0.00070372917    0.00058517739   -0.00033496821     0.0023359621
              -15              105            -22.4   -0.00016038428    6.1449464e-05   -0.00059508492    0.00055469474   -0.00024700304     0.0021740729
               15              105            -22.4   -0.00019279716    0.00011918738   -0.00040649116    0.00047914207   -0.00014103181     0.0018736096
               45              105            -22.4   -0.00016683897    0.00014219833      -0.00024326    0.00037290622   -9.2951275e-05     0.0015206094
               75              105            -22.4   -0.00010470692    0.00014515036   -0.00012689018    0.00026259097   -0.00010458558     0.0011772377
              105              105            -22.4   -5.8638343e-05    0.00012851263   -7.3497358e-05    0.00013788746   -0.00021728835    0.00081103254
