           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105            -22.4              300      0.008466864     0.0017528809       0.65612453      -0.83316201    -0.0093988255      0.014446762
       -104.53125            -22.4              300    -0.0072794403      0.020298263       0.65574038       -0.8328585     -0.009559717      0.014640035
        -104.0625            -22.4              300     -0.022771034      0.038566351        0.6546033      -0.83160597    -0.0098270774      0.014942055
       -103.59375            -22.4              300     -0.037993461      0.056539863       0.65269208       -0.8293848     -0.010056184      0.015194271
         -103.125            -22.4              300     -0.052946713      0.074218795       0.65000665      -0.82619494     -0.010247053      0.015396709
       -102.65625            -22.4              300      -0.06763079       0.09160313       0.64654714      -0.82203627     -0.010399675      0.015549349
        -102.1875            -22.4              300      -0.08210735       0.10875826       0.64220715      -0.81679428     -0.010361658      0.015489997
       -101.71875            -22.4              300     -0.096399777       0.12571096       0.63656151      -0.80998814     -0.010294294      0.015393201
          -101.25            -22.4              300      -0.11042891       0.14235957       0.63045204      -0.80257803     -0.010215876      0.015282801
       -100.78125            -22.4              300      -0.12418791       0.15869515       0.62373132      -0.79439807     -0.010179891       0.01521894
        -100.3125            -22.4              300      -0.13767275       0.17471303       0.61636895      -0.78541362     -0.010197209      0.015213769
        -99.84375            -22.4              300       -0.1508821       0.19041122       0.60835099      -0.77560908       -0.0102625      0.015261635
          -99.375            -22.4              300      -0.16368186       0.20563355       0.59954637      -0.76483554     -0.010284912      0.015260178
        -98.90625            -22.4              300      -0.17598525       0.22028625       0.59009773      -0.75325286     -0.010285602      0.015226656
         -98.4375            -22.4              300      -0.18779221       0.23436944       0.58000493      -0.74086124     -0.010264572      0.015161075
        -97.96875            -22.4              300      -0.19910279       0.24788299       0.56926787      -0.72766048     -0.010221826      0.015063439
            -97.5            -22.4              300      -0.20991701         0.260827       0.55788678       -0.7136507      -0.01015735      0.014933728
        -97.03125            -22.4              300      -0.22021498       0.27317753       0.54566973      -0.69860482    -0.0098922169      0.014586348
         -96.5625            -22.4              300      -0.22987501       0.28478882       0.53296953       -0.6829375    -0.0095362943      0.014145936
        -96.09375            -22.4              300      -0.23887849       0.29563859       0.51998442      -0.66688228    -0.0092197917      0.013750182
          -95.625            -22.4              300      -0.24722537       0.30572677       0.50671411      -0.65043914    -0.0089426814      0.013399078
        -95.15625            -22.4              300      -0.25466895        0.3147912       0.49280271      -0.63321018    -0.0086129196      0.012995061
         -94.6875            -22.4              300      -0.26151744       0.32315311       0.47879475      -0.61580068    -0.0083834641      0.012699492
        -94.21875            -22.4              300      -0.26787004       0.33090675       0.46522236      -0.59881938    -0.0083172545      0.012574818
           -93.75            -22.4              300      -0.27343547       0.33775479       0.45116696      -0.58125043    -0.0082319975      0.012421447
        -93.28125            -22.4              300      -0.27843833       0.34393945       0.43684512      -0.56332469    -0.0080926847      0.012201883
         -92.8125            -22.4              300      -0.28287873       0.34946078       0.42225677      -0.54504204    -0.0078993291      0.011916135
