           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105            -22.4              300      0.035890549      -0.07855048      0.034443852     -0.074281588   -0.00020284868   -0.00040925227
       -104.53125            -22.4              300      0.035922583     -0.078623585      0.034377746     -0.074365348   -0.00020260214   -0.00040878501
        -104.0625            -22.4              300      0.035953473     -0.078695185      0.034315385     -0.074447215   -0.00020187856   -0.00040851854
       -103.59375            -22.4              300      0.035983071     -0.078765415      0.034256894      -0.07452704   -0.00020114145   -0.00040819787
         -103.125            -22.4              300      0.036011383     -0.078834251      0.034202266     -0.074604802   -0.00020039073    -0.0004078229
       -102.65625            -22.4              300      0.036038406     -0.078901716      0.034151491     -0.074680522   -0.00019962639    -0.0004073937
        -102.1875            -22.4              300      0.036064357     -0.078967959      0.034105122     -0.074754313   -0.00019945594   -0.00040668089
       -101.71875            -22.4              300      0.036088593     -0.079033203      0.034064244     -0.074826881   -0.00019937917   -0.00040587084
          -101.25            -22.4              300      0.036111981     -0.079097196      0.034025598     -0.074897565   -0.00019936942   -0.00040519238
       -100.78125            -22.4              300      0.036134306     -0.079159968      0.033989798     -0.074966498   -0.00019929212   -0.00040467567
        -100.3125            -22.4              300      0.036155529     -0.079221509      0.033956964     -0.075033717   -0.00019911576   -0.00040432921
        -99.84375            -22.4              300      0.036175624     -0.079281829      0.033927146     -0.075099215   -0.00019883968    -0.0004041639
          -99.375            -22.4              300      0.036193922      -0.07934054      0.033900477     -0.075163014   -0.00019850323   -0.00040411472
        -98.90625            -22.4              300      0.036210097     -0.079397887      0.033876084     -0.075225227   -0.00019815192   -0.00040392965
         -98.4375            -22.4              300      0.036224157     -0.079453871      0.033853959     -0.075285859   -0.00019778567   -0.00040360857
        -97.96875            -22.4              300      0.036236104     -0.079508469      0.033834115     -0.075344905   -0.00019740447   -0.00040315159
            -97.5            -22.4              300      0.036245938      -0.07956171      0.033816542     -0.075402379   -0.00019700844   -0.00040255871
        -97.03125            -22.4              300      0.036253557     -0.079613715      0.033801757     -0.075458631   -0.00019726978   -0.00040168472
         -96.5625            -22.4              300      0.036259189     -0.079664603      0.033787988     -0.075513609   -0.00019796019   -0.00040076845
        -96.09375            -22.4              300      0.036262989     -0.079714336      0.033774506     -0.075567074   -0.00019863619    -0.0003999527
          -95.625            -22.4              300      0.036264945     -0.079762854      0.033761308      -0.07561902   -0.00019929788   -0.00039923735
        -95.15625            -22.4              300       0.03626392     -0.079810351      0.033749223     -0.075669937   -0.00020016213   -0.00039860568
         -94.6875            -22.4              300      0.036261294     -0.079856358      0.033736855     -0.075718857   -0.00020070862   -0.00039810722
        -94.21875            -22.4              300      0.036258277     -0.079900824      0.033722896     -0.075765222    -0.0002006453   -0.00039764622
           -93.75            -22.4              300      0.036252949      -0.07994426      0.033709906     -0.075810373   -0.00020035663   -0.00039723754
        -93.28125            -22.4              300      0.036246166     -0.079986654       0.03369721     -0.075854093     -0.000200004   -0.00039682284
         -92.8125            -22.4              300      0.036237925     -0.080027997       0.03368482     -0.075896382   -0.00019958732   -0.00039640217
