           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105            -22.4              300     -0.043589354     -0.048421308     -0.028407086      -0.74297333       -2.4898663       -1.7041466
       -104.53125            -22.4              300     -0.043643385     -0.041809782     -0.029454965      -0.76215482       -2.5388122       -1.7366592
        -104.0625            -22.4              300       -0.0437597     -0.034370784     -0.030380102      -0.78146845        -2.587261       -1.7690307
       -103.59375            -22.4              300     -0.044054404     -0.026094817     -0.031262718      -0.80106491       -2.6349826        -1.801069
         -103.125            -22.4              300     -0.044527583     -0.016981937     -0.032102797      -0.82094413       -2.6819773       -1.8327737
       -102.65625            -22.4              300     -0.045179192    -0.0070321281     -0.032900333      -0.84110612       -2.7282443       -1.8641449
        -102.1875            -22.4              300     -0.046015985      0.003648513      -0.03371942      -0.86159962       -2.7739444       -1.8952922
       -101.71875            -22.4              300     -0.046306081      0.015634617      -0.03479239      -0.88306814       -2.8200166       -1.9269462
          -101.25            -22.4              300     -0.046597406      0.028518822     -0.035812482       -0.9043538       -2.8650236       -1.9579501
       -100.78125            -22.4              300     -0.046647232        0.0425652     -0.036757376      -0.92561829        -2.909023       -1.9884176
        -100.3125            -22.4              300      -0.04641933      0.057819843      -0.03762335      -0.94688725       -2.9520149       -2.0183623
        -99.84375            -22.4              300     -0.045992319      0.074236333     -0.038422257      -0.96816772       -2.9940078       -2.0477901
          -99.375            -22.4              300     -0.046224952      0.091439739     -0.039205961      -0.98949307       -3.0347643       -2.0765264
        -98.90625            -22.4              300     -0.046408385       0.10996048     -0.039801728       -1.0107611       -3.0739295       -2.1043162
         -98.4375            -22.4              300     -0.046542674       0.12979853     -0.040209543       -1.0319721       -3.1115031       -2.1311598
        -97.96875            -22.4              300     -0.046627883       0.15095383     -0.040429406       -1.0531257       -3.1474855        -2.157057
            -97.5            -22.4              300     -0.046663798       0.17342654     -0.040461335       -1.0742222       -3.1818769       -2.1820078
        -97.03125            -22.4              300     -0.046630163       0.19733104     -0.040487923       -1.0952203       -3.2146032        -2.206162
         -96.5625            -22.4              300     -0.046511833       0.22293204     -0.040457718       -1.1152833       -3.2443161       -2.2283518
        -96.09375            -22.4              300     -0.046317179       0.25022924     -0.040252913       -1.1342264       -3.2707243       -2.2482018
          -95.625            -22.4              300     -0.046045888       0.27922282     -0.039873526       -1.1520506       -3.2938266       -2.2657125
        -95.15625            -22.4              300      -0.04618464       0.31012651     -0.039347723       -1.1685866       -3.3127396       -2.2802384
         -94.6875            -22.4              300     -0.046133168       0.34243241     -0.038619582       -1.1841553       -3.3291359       -2.2930129
        -94.21875            -22.4              300     -0.045467824        0.3757219      -0.03774032       -1.1984389       -3.3427463       -2.3039856
           -93.75            -22.4              300     -0.045242488       0.41031551     -0.036879212       -1.2116464       -3.3523121       -2.3122814
        -93.28125            -22.4              300     -0.045509778       0.44581485     -0.036023147       -1.2239072       -3.3586397       -2.3183713
         -92.8125            -22.4              300     -0.046269827       0.48221979     -0.035172131       -1.2352214       -3.3617282       -2.3222556
        -92.34375            -22.4              300     -0.047522638       0.51953024     -0.034326136       -1.2455888        -3.361578       -2.3239341
          -91.875            -22.4              300     -0.049037598       0.55859804     -0.033479378       -1.2545251       -3.3573453       -2.3227499
        -91.40625            -22.4              300     -0.050107971       0.59970456     -0.032621596       -1.2609339       -3.3474023       -2.3175509
         -90.9375            -22.4              300     -0.050727114        0.6421051     -0.031755123       -1.2649293       -3.3320408        -2.308603
        -90.46875            -22.4              300     -0.050894953       0.68579978     -0.030879959       -1.2665117       -3.3112595       -2.2959056
              -90            -22.4              300     -0.050733354       0.73064649      -0.02996164       -1.2657211        -3.285125       -2.2795072
        -89.53125            -22.4              300     -0.051560812       0.77526855     -0.028638352       -1.2628639       -3.2543495        -2.259753
         -89.0625            -22.4              300     -0.052630477       0.82066464     -0.027130716        -1.257585       -3.2185268        -2.236208
        -88.59375            -22.4              300     -0.053942163       0.86683488     -0.025438765       -1.2498841       -3.1776571       -2.2088718
          -88.125            -22.4              300     -0.055496458        0.9137789     -0.023562456       -1.2397615       -3.1317401       -2.1777453
        -87.65625            -22.4              300     -0.055443067       0.96028137     -0.022384422       -1.2273617       -3.0819635       -2.1440802
         -87.1875            -22.4              300     -0.057393745        1.0077474     -0.021307129       -1.2125739       -3.0257881       -2.1056166
        -86.71875            -22.4              300     -0.059001818        1.0550864     -0.020261995       -1.1951202       -2.9641562        -2.063365
           -86.25            -22.4              300     -0.060153618        1.1022398     -0.019243466       -1.1750131       -2.8971806        -2.017421
        -85.78125            -22.4              300     -0.060848027        1.1492079     -0.018251609       -1.1522527        -2.824861       -1.9677851
         -85.3125            -22.4              300     -0.061085813        1.1959906     -0.017286371       -1.1268386       -2.7471976       -1.9144565
        -84.84375            -22.4              300       -0.0608669        1.2425878     -0.016347766       -1.0987711       -2.6641903       -1.8574358
          -84.375            -22.4              300     -0.061665997         1.287472     -0.015438813       -1.0676115       -2.5760067       -1.7967322
        -83.90625            -22.4              300     -0.063111216        1.3311067      -0.01452219       -1.0333668       -2.4824157        -1.731946
         -83.4375            -22.4              300     -0.065120347        1.3735796     -0.013596288      -0.99605751       -2.3833995       -1.6630609
        -82.96875            -22.4              300     -0.067687348        1.4148923     -0.012661431      -0.95568317       -2.2789588        -1.590078
            -82.5            -22.4              300     -0.067259744        1.4554152     -0.011872843      -0.91278857       -2.1705301       -1.5146226
        -82.03125            -22.4              300     -0.069215424        1.4922242     -0.011021393      -0.86930704       -2.0604203       -1.4382139
         -81.5625            -22.4              300     -0.072738267        1.5256165     -0.010143415      -0.82386935       -1.9462926       -1.3589358
        -81.09375            -22.4              300     -0.076824918        1.5564178    -0.0092503168      -0.77577746       -1.8272306       -1.2760029
          -80.625            -22.4              300     -0.079785109        1.5868437     -0.008550439      -0.72461319       -1.7018462          -1.1885
        -80.15625            -22.4              300     -0.082070723           1.6157    -0.0078708632      -0.67172617        -1.573069       -1.0985813
         -79.6875            -22.4              300     -0.083681747        1.6429863    -0.0072115841      -0.61711621       -1.4408982       -1.0062466
        -79.21875            -22.4              300     -0.084618002        1.6687033     -0.006572614      -0.56078345       -1.3053344      -0.91149598
           -78.75            -22.4              300     -0.084879853        1.6928504    -0.0059539396      -0.50272775       -1.1663774      -0.81432933
