           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105            -22.4              300     0.0068786754     -0.008028321    -0.0062888893      0.009569509     0.0001735707   -0.00027299786
       -104.53125            -22.4              300      0.007015531    -0.0081798639    -0.0063522104     0.0096805161    0.00017413213   -0.00027413946
        -104.0625            -22.4              300     0.0071568349    -0.0083355354    -0.0064163334     0.0097926529    0.00017465596   -0.00027524921
       -103.59375            -22.4              300     0.0073025702    -0.0084950877    -0.0064813537     0.0099061094    0.00017497441   -0.00027620746
         -103.125            -22.4              300     0.0074527366    -0.0086585227    -0.0065472713      0.010020882    0.00017508754   -0.00027701413
       -102.65625            -22.4              300     0.0076073334    -0.0088258358    -0.0066140871      0.010136972    0.00017499528   -0.00027766929
        -102.1875            -22.4              300     0.0077662673    -0.0089970566     -0.006681981      0.010254359    0.00017473788   -0.00027814778
       -101.71875            -22.4              300     0.0079301307    -0.0091720447    -0.0067514619      0.010373634    0.00017431258   -0.00027837674
          -101.25            -22.4              300      0.008098688    -0.0093517574    -0.0068213264      0.010493834    0.00017413471   -0.00027881507
       -100.78125            -22.4              300     0.0082719354     -0.009535972    -0.0068917656      0.010615078    0.00017422529   -0.00027940486
        -100.3125            -22.4              300     0.0084498702    -0.0097246515    -0.0069628172       0.01073739    0.00017458535   -0.00028013656
        -99.84375            -22.4              300     0.0086325267    -0.0099177891     -0.007034495      0.010860786    0.00017522149   -0.00028103954
          -99.375            -22.4              300      0.008820625     -0.010115518    -0.0071068639      0.010985598      0.000175872   -0.00028212974
        -98.90625            -22.4              300     0.0090142032     -0.010318155     -0.007179691      0.011111862    0.00017619724   -0.00028288824
         -98.4375            -22.4              300     0.0092132594     -0.010525704    -0.0072529772      0.011239576    0.00017619718   -0.00028331508
        -97.96875            -22.4              300     0.0094177937     -0.010738164    -0.0073267212       0.01136874    0.00017587186   -0.00028341019
            -97.5            -22.4              300      0.009627807     -0.010955535    -0.0074009234      0.011499355    0.00017522131   -0.00028317366
        -97.03125            -22.4              300      0.009843383     -0.011178407    -0.0074754204      0.011631224    0.00017403852   -0.00028248774
         -96.5625            -22.4              300      0.010065103     -0.011407856    -0.0075499248       0.01176438    0.00017302911   -0.00028186044
        -96.09375            -22.4              300      0.010293062     -0.011643811    -0.0076244608      0.011898942    0.00017248721   -0.00028148547
          -95.625            -22.4              300      0.010527257      -0.01188627    -0.0076990272       0.01203491    0.00017241297   -0.00028136285
        -95.15625            -22.4              300      0.010767848     -0.012135206    -0.0077737966      0.012172791    0.00017280392   -0.00028165613
         -94.6875            -22.4              300      0.011014792     -0.012390415    -0.0078483326      0.012311764    0.00017344495   -0.00028199179
        -94.21875            -22.4              300      0.011268087      -0.01265259    -0.0079224911      0.012451318    0.00017365011   -0.00028173372
           -93.75            -22.4              300      0.011527875     -0.012921546    -0.0079968553      0.012592413    0.00017328162   -0.00028123343
        -93.28125            -22.4              300      0.011794062     -0.013197318    -0.0080711739      0.012734642    0.00017238769   -0.00028051154
         -92.8125            -22.4              300      0.012066647     -0.013479903    -0.0081454506       0.01287801    0.00017096827   -0.00027956796
        -92.34375            -22.4              300      0.012345631     -0.013769304    -0.0082196826      0.013022513    0.00016902329   -0.00027840267
          -91.875            -22.4              300      0.012631399     -0.014066095    -0.0082936175      0.013168049    0.00016799002   -0.00027787709
