           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105            -22.4              300      0.037414711     -0.081284031     -0.034388758      0.075396113   -0.00020355755   -0.00041354884
       -104.53125            -22.4              300      0.037359007     -0.081314251     -0.034331452      0.075462252   -0.00020466627    -0.0004138611
        -104.0625            -22.4              300      0.037305411     -0.081343874     -0.034277659      0.075526908   -0.00020619351   -0.00041391022
       -103.59375            -22.4              300      0.037253998     -0.081372947     -0.034227464      0.075589947   -0.00020764041   -0.00041387792
         -103.125            -22.4              300      0.037204765     -0.081401467     -0.034180857      0.075651363   -0.00020900693   -0.00041376409
       -102.65625            -22.4              300      0.037157711     -0.081429422     -0.034137849      0.075711153   -0.00021029312   -0.00041356875
        -102.1875            -22.4              300       0.03711253     -0.081456825     -0.034098953      0.075769514   -0.00021084427   -0.00041347966
       -101.71875            -22.4              300      0.037069537     -0.081484154     -0.034065187       0.07582733   -0.00021126145   -0.00041343126
          -101.25            -22.4              300      0.037028227     -0.081510924     -0.034033485      0.075883545   -0.00021162817   -0.00041339308
       -100.78125            -22.4              300      0.036988735     -0.081537247     -0.034004424      0.075938322   -0.00021210208   -0.00041335117
        -100.3125            -22.4              300      0.036951087     -0.081563123     -0.033978123      0.075991713   -0.00021271942   -0.00041330018
        -99.84375            -22.4              300      0.036915343     -0.081588574     -0.033954628      0.076043718   -0.00021347498    -0.0004132225
          -99.375            -22.4              300      0.036882389     -0.081613705     -0.033934005      0.076094382   -0.00021420552   -0.00041295539
        -98.90625            -22.4              300      0.036852166     -0.081638791     -0.033915427      0.076143771   -0.00021486974   -0.00041268067
         -98.4375            -22.4              300       0.03682467     -0.081663832     -0.033898879      0.076191887   -0.00021546765   -0.00041239822
        -97.96875            -22.4              300        0.0367999     -0.081688806     -0.033884369      0.076238729   -0.00021599932   -0.00041210803
            -97.5            -22.4              300      0.036777861     -0.081713729     -0.033871897      0.076284312   -0.00021646458   -0.00041181035
        -97.03125            -22.4              300      0.036758427     -0.081738748     -0.033861991      0.076328933   -0.00021617998   -0.00041167857
         -96.5625            -22.4              300      0.036741257     -0.081763901     -0.033852939      0.076372452   -0.00021546122     -0.000411671
        -96.09375            -22.4              300      0.036726337     -0.081789076     -0.033843994      0.076414637   -0.00021477992   -0.00041167749
          -95.625            -22.4              300      0.036713671     -0.081814274     -0.033835158      0.076455496     -0.000214136    -0.0004116981
        -95.15625            -22.4              300      0.036703952     -0.081840053     -0.033827238      0.076495476   -0.00021330605   -0.00041175564
         -94.6875            -22.4              300      0.036696628     -0.081865638      -0.03381886      0.076533683   -0.00021278675    -0.0004117151
        -94.21875            -22.4              300      0.036690824     -0.081890523     -0.033808753      0.076569557   -0.00021282119   -0.00041150942
           -93.75            -22.4              300      0.036687493     -0.081915721      -0.03379941      0.076604404   -0.00021304103   -0.00041117604
        -93.28125            -22.4              300      0.036686007     -0.081940845     -0.033790201      0.076637998   -0.00021326971   -0.00041076669
         -92.8125            -22.4              300      0.036686372     -0.081965908     -0.033781134      0.076670311   -0.00021350733   -0.00041028138
        -92.34375            -22.4              300      0.036688589     -0.081990875     -0.033772193      0.076701373   -0.00021375388   -0.00040971997
          -91.875            -22.4              300      0.036692873     -0.082016043     -0.033763181      0.076731302    -0.0002138367   -0.00040929986
        -91.40625            -22.4              300      0.036697976     -0.082041189     -0.033752829      0.076760083   -0.00021370672   -0.00040908827
         -90.9375            -22.4              300      0.036703274     -0.082065985     -0.033740938      0.076787524   -0.00021351772   -0.00040889377
        -90.46875            -22.4              300      0.036708754     -0.082090423     -0.033727501      0.076813653   -0.00021326961    -0.0004087163
              -90            -22.4              300      0.036714509      -0.08211451     -0.033712521      0.076838441   -0.00021294587   -0.00040855198
        -89.53125            -22.4              300      0.036721423     -0.082138248      -0.03369613      0.076861836    -0.0002124536   -0.00040837232
         -89.0625            -22.4              300      0.036728844      -0.08216171     -0.033678472      0.076883987   -0.00021196646   -0.00040821216
        -88.59375            -22.4              300      0.036736783     -0.082184911     -0.033659555      0.076904893   -0.00021148435   -0.00040807159
