           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
             -105            -22.4              300      0.013035011     -0.019193729    0.00061876915      -0.02245605      -0.03663376     -0.048989706
       -104.53125            -22.4              300      0.013171714     -0.019569762    0.00057337625     -0.023012104     -0.039124172     -0.050770532
        -104.0625            -22.4              300      0.013306031     -0.019952307    0.00052795262     -0.023585275      -0.04167163     -0.052592706
       -103.59375            -22.4              300      0.013430512     -0.020346735    0.00048574805       -0.0241719     -0.044273559      -0.05445461
         -103.125            -22.4              300      0.013545159     -0.020753041    0.00044676423     -0.024771973     -0.046929952     -0.056356244
       -102.65625            -22.4              300       0.01364997     -0.021171223     0.0004110008     -0.025385497     -0.049640812     -0.058297601
        -102.1875            -22.4              300      0.013745056     -0.021600526    0.00038289808     -0.026008992     -0.052405652     -0.060277916
       -101.71875            -22.4              300      0.013827462     -0.022044731    0.00036334724     -0.026640898      -0.05524718     -0.062317077
          -101.25            -22.4              300       0.01392039     -0.022485722    0.00033819125      -0.02729718     -0.058155328     -0.064402685
       -100.78125            -22.4              300      0.014022407     -0.022924569    0.00030883981     -0.027976241      -0.06112859     -0.066534951
        -100.3125            -22.4              300      0.014133221     -0.023361536    0.00027550053     -0.028677829      -0.06416668     -0.068713889
        -99.84375            -22.4              300      0.014253845     -0.023796089    0.00023816025     -0.029401908     -0.067269996      -0.07094004
          -99.375            -22.4              300      0.014380268     -0.024233844    0.00020295339     -0.030142967     -0.070451066     -0.073225237
        -98.90625            -22.4              300      0.014490616     -0.024689237    0.00017529674     -0.030897122     -0.073713206     -0.075569361
         -98.4375            -22.4              300      0.014584892     -0.025162268     0.0001551928     -0.031664379     -0.077056423     -0.077972434
        -97.96875            -22.4              300        0.0146631     -0.025652941    0.00014264148     -0.032444727      -0.08048071     -0.080434442
            -97.5            -22.4              300      0.014725234     -0.026161252     0.0001376383      -0.03323818     -0.083986074     -0.082955375
        -97.03125            -22.4              300      0.014764298     -0.026691962    0.00014568842     -0.034041107     -0.087579392     -0.085537359
         -96.5625            -22.4              300      0.014806331     -0.027228478    0.00015381502     -0.034869891      -0.09127821     -0.088191383
        -96.09375            -22.4              300      0.014861825     -0.027763957     0.0001556424     -0.035730682     -0.095082954     -0.090918973
          -95.625            -22.4              300      0.014930771     -0.028298391    0.00015116271     -0.036623474     -0.098993599     -0.093720153
        -95.15625            -22.4              300      0.015016478     -0.028833242    0.00013586802     -0.037550487      -0.10301533     -0.096599028
         -94.6875            -22.4              300      0.015106574     -0.029371217    0.00011525043     -0.038508728      -0.10714535     -0.099554516
        -94.21875            -22.4              300      0.015171704     -0.029930044    0.00010026227     -0.039492268      -0.11138417      -0.10258323
           -93.75            -22.4              300      0.015217696      -0.03051357    8.7298431e-05      -0.04049971      -0.11573373      -0.10568811
        -93.28125            -22.4              300      0.015248679     -0.031116858    7.6985016e-05     -0.041529763      -0.12019415      -0.10886953
         -92.8125            -22.4              300      0.015264647     -0.031739905     6.932432e-05      -0.04258243       -0.1247654       -0.1121275
        -92.34375            -22.4              300      0.015265604     -0.032382712    6.4319276e-05     -0.043657701      -0.12944749      -0.11546198
          -91.875            -22.4              300      0.015298689     -0.033009987    5.6433026e-05     -0.044765707      -0.13425161      -0.11888052
        -91.40625            -22.4              300      0.015353486     -0.033630639    4.7522131e-05     -0.045912165      -0.13920859      -0.12240148
         -90.9375            -22.4              300      0.015380191     -0.034282316    4.3650623e-05     -0.047089029      -0.14431766      -0.12602356
        -90.46875            -22.4              300      0.015378806      -0.03496502    4.4815009e-05     -0.048296291      -0.14957875      -0.12974675
              -90            -22.4              300      0.015348953     -0.035679106     5.159904e-05     -0.049532551      -0.15499507      -0.13357334
        -89.53125            -22.4              300      0.015314669     -0.036407795    6.0035789e-05     -0.050794724      -0.16059089      -0.13752201
         -89.0625            -22.4              300      0.015301108     -0.037132125     5.826808e-05     -0.052101173      -0.16633923      -0.14157408
        -88.59375            -22.4              300      0.015308267     -0.037852101    4.6288362e-05     -0.053451914      -0.17224009      -0.14572956
          -88.125            -22.4              300      0.015336147     -0.038567726    2.4112873e-05     -0.054846928      -0.17829348      -0.14998843
        -87.65625            -22.4              300      0.015322266     -0.039312184    1.3603829e-05     -0.056295376      -0.18447632      -0.15431853
         -87.1875            -22.4              300       0.01534885     -0.040042255    -6.017508e-06     -0.057777174      -0.19084159      -0.15878212
        -86.71875            -22.4              300      0.015346281     -0.040804863   -2.2127293e-05     -0.059300724       -0.1974068      -0.16338179
           -86.25            -22.4              300      0.015311815     -0.041601557    -3.426848e-05     -0.060866542      -0.20417139      -0.16811647
        -85.78125            -22.4              300      0.015245453     -0.042432338   -4.2470172e-05     -0.062474634      -0.21113524      -0.17298612
         -85.3125            -22.4              300       0.01514719     -0.043297198   -4.6712812e-05     -0.064124994      -0.21829842      -0.17799073
        -84.84375            -22.4              300      0.015017032     -0.044196155   -4.6998321e-05     -0.065817632      -0.22566094      -0.18313037
          -84.375            -22.4              300      0.014936859     -0.045073282   -4.7134585e-05     -0.067554235      -0.23329306      -0.18845172
        -83.90625            -22.4              300      0.014894787      -0.04593474   -5.7171565e-05      -0.06934908      -0.24113962      -0.19392106
         -83.4375            -22.4              300      0.014886599     -0.046783321   -7.7326316e-05     -0.071202606      -0.24919516      -0.19953489
        -82.96875            -22.4              300      0.014911992     -0.047619227   -0.00010752818      -0.07311482       -0.2574597      -0.20529321
            -82.5            -22.4              300      0.014799403     -0.048553668   -0.00010661269     -0.075071394       -0.2659446      -0.21119165
        -82.03125            -22.4              300      0.014659137     -0.049521014   -0.00013447274     -0.077102527      -0.27464789      -0.21722852
         -81.5625            -22.4              300      0.014528869     -0.050499003   -0.00018000486     -0.079206795      -0.28362176       -0.2234537
        -81.09375            -22.4              300      0.014439283     -0.051462129   -0.00023135156     -0.081379548      -0.29287976      -0.22988284
          -80.625            -22.4              300      0.014436804     -0.052372456   -0.00027245842     -0.083603106      -0.30241081      -0.23652029
        -80.15625            -22.4              300      0.014393738     -0.053321421   -0.00030177971     -0.085879646      -0.31221721       -0.2433486
         -79.6875            -22.4              300      0.014310084     -0.054309029   -0.00031931186      -0.08820916      -0.32229894      -0.25036779
        -79.21875            -22.4              300      0.014185843     -0.055335276   -0.00032506417     -0.090591677      -0.33265603      -0.25757787
           -78.75            -22.4              300      0.014021012     -0.056400165   -0.00031902548     -0.093027167      -0.34328848      -0.26497883
        -78.28125            -22.4              300      0.013815597     -0.057503693   -0.00030120439     -0.095515646      -0.35419622      -0.27257064
         -77.8125            -22.4              300      0.013576618     -0.058628708    -0.0002541146     -0.098049864      -0.36542848      -0.28038314
        -77.34375            -22.4              300      0.013371363     -0.059731126   -0.00020401581       -0.1006693      -0.37700221      -0.28843081
          -76.875            -22.4              300      0.013208622     -0.060808763   -0.00016004796      -0.10338233       -0.3889063       -0.2967076
        -76.40625            -22.4              300      0.013088404     -0.061861597   -0.00012222352      -0.10618898      -0.40114081      -0.30521351
         -75.9375            -22.4              300      0.013010701     -0.062889636   -9.0536661e-05      -0.10908923      -0.41370559      -0.31394848
        -75.46875            -22.4              300       0.01300802     -0.063887045   -6.9379465e-05      -0.11208588       -0.4266527      -0.32296616
              -75            -22.4              300      0.012941774     -0.064934909   -2.9414135e-05      -0.11514989      -0.43996298      -0.33223465
        -74.53125            -22.4              300      0.012794985     -0.066048414    2.4990819e-05      -0.11828508       -0.4536452      -0.34175715
         -74.0625            -22.4              300      0.012567647     -0.067227565    9.3837793e-05       -0.1214915      -0.46769929      -0.35153374
        -73.59375            -22.4              300       0.01225976     -0.068472333    0.00017712917      -0.12476908      -0.48212522      -0.36156422
